item_id,item_name,category_id,category,quantity,base_demand_kg,category_elasticity,item_elasticity,elasticity_source,forecast_cost,cost_method,cost_fallback,loss_rate,markup_low,markup_high
102900011016701,芜湖青椒(1),1011010504,辣椒类,99.634,19.228059523809524,0.8411931724577582,-0.19898817904874372,item_category_shrinkage,3.63,last,False,0.0924,0.20609133366043372,0.7519967233258246
102900011018132,野生粉藕,1011010402,水生根茎类,2.439,2.2167111801242236,-0.3563831797864364,-0.3563831797864364,category_shrinkage,16.06,last,False,0.1365,0.3830748451399563,0.639344262295082
102900011022764,长线茄,1011010501,茄类,29.501,5.656583333333333,0.020348409738604963,-0.8077404316484524,item_category_shrinkage,7.025284090938326,ewma,False,0.0668,0.3461538461538461,1.0363489373610484
102900011023464,小青菜(1),1011010101,花叶类,34.306,7.323517857142856,0.016649806551605216,-0.23216752824558917,item_category_shrinkage,2.7,last,False,0.1283,0.44404332129963875,1.0399867263978766
102900011030059,云南生菜(份),1011010101,花叶类,226.0,38.142857142857146,0.016649806551605216,0.43548191709383527,item_category_shrinkage,3.49,last,False,0.1283,0.34449520163805875,1.2532380445802254
102900011030097,云南油麦菜(份),1011010101,花叶类,149.0,24.291666666666668,0.016649806551605216,-0.06255008961227276,item_category_shrinkage,2.84,last,False,0.1283,0.40225352133975745,1.309283309283311
102900011030110,菠菜(份),1011010101,花叶类,49.0,17.363095238095237,0.016649806551605216,0.8727352604999157,item_category_shrinkage,4.07,last,False,0.1283,0.18198644178869192,1.512749264465512
102900011030929,鲜木耳(份),1011010801,食用菌,4.0,3.214285714285714,-0.16704296605486915,-0.4994810738780465,item_category_shrinkage,1.3369753999999998,ewma,False,0.09449999999999999,0.10389610389610385,0.8819019689987431
102900011031100,小米椒(份),1011010504,辣椒类,150.0,25.357142857142858,0.8411931724577582,-0.3486505993565031,item_category_shrinkage,2.11,last,False,0.0924,0.32922859750357725,2.41993281075028
102900011031926,虫草花(份),1011010801,食用菌,16.0,2.857142857142857,-0.16704296605486915,0.567174135115115,item_category_shrinkage,2.639748109375373,ewma,False,0.09449999999999999,0.3470300148346847,1.1787581699346403
102900011032022,小皱皮(份),1011010504,辣椒类,79.0,12.99404761904762,0.8411931724577582,-0.4526144626125269,item_category_shrinkage,2.1,last,False,0.0924,0.3022222222222222,2.5584415584415585
102900011032237,青线椒(份),1011010504,辣椒类,2.0,5.392857142857143,0.8411931724577582,-0.3418602230880645,item_category_shrinkage,2.54,last,False,0.0924,0.29223000555174555,2.943413729128015
102900011032251,螺丝椒(份),1011010504,辣椒类,79.0,15.898809523809524,0.8411931724577582,-0.628818883031331,item_category_shrinkage,4.29,last,False,0.0924,0.17824773413897266,1.602678571428572
102900011032343,七彩椒(2),1011010504,辣椒类,7.302,1.6144940476190477,0.8411931724577582,0.18060783739861086,item_category_shrinkage,12.13,last,False,0.0924,0.2995844473794413,2.1596676377361277
102900011032732,高瓜(2),1011010402,水生根茎类,5.996,1.3622619047619047,-0.3563831797864364,0.383529977101861,item_category_shrinkage,13.69,last,False,0.1365,-0.004350137457213778,2.024842001228758
102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,49.0,8.630952380952381,0.8411931724577582,0.6959124597257352,item_category_shrinkage,2.33,last,False,0.0924,0.6437632135306554,2.75
102900011033982,紫茄子(1),1011010501,茄类,1.024,3.8875000000000006,0.020348409738604963,0.020348409738604963,category_shrinkage,4.34,last,False,0.0668,0.3404086126743331,3.8032984942966004
102900011034026,枝江青梗散花,1011010201,花菜类,25.203,8.04755357142857,-0.9010779064683175,-0.4627676844337266,item_category_shrinkage,8.39,last,False,0.1551,0.28999607984170556,1.3099191808944675
102900011034330,双孢菇(盒),1011010801,食用菌,70.0,13.86904761904762,-0.16704296605486915,0.23459769079497883,item_category_shrinkage,3.41,last,False,0.09449999999999999,0.30751469711169804,0.7101449275362319
102900011034439,青红杭椒组合装(份),1011010504,辣椒类,15.0,4.184523809523809,0.8411931724577582,0.20703002081069546,item_category_shrinkage,3.32,last,False,0.0924,0.20008384237633248,1.4166666666666667
102900011035078,红椒(2),1011010504,辣椒类,14.25,2.5343214285714284,0.8411931724577582,-0.29678414994812385,item_category_shrinkage,12.72,last,False,0.0924,0.12389705975257816,1.9969825237835812
102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,8.0,1.8095238095238095,-0.16704296605486915,0.1569149932469709,item_category_shrinkage,3.12,last,False,0.09449999999999999,0.046604454631210476,1.6535674573758352
102900011036686,木耳菜(份),1011010101,花叶类,3.0,1.0266666666666666,0.016649806551605216,0.016649806551605216,category_shrinkage,1.53,last,False,0.1283,0.04464555052790353,1.7765223477652234
102900051000463,圆茄子(2),1011010501,茄类,7.443,1.622654761904762,0.020348409738604963,-0.9128684154034731,item_category_shrinkage,3.2,last,False,0.0668,0.4629049111807729,1.0547945205479452
102900051000944,洪湖藕带,1011010402,水生根茎类,28.232,4.986624999999999,-0.3563831797864364,-1.665645460036211,item_category_shrinkage,18.0,last,False,0.1365,0.23750000000000004,0.7411764705882353
106949711300259,金针菇(盒),1011010801,食用菌,113.0,25.43452380952381,-0.16704296605486915,0.22661207745710388,item_category_shrinkage,1.45,last,False,0.09449999999999999,0.2670087344796522,0.7976181779219387
106971533450003,海鲜菇(包),1011010801,食用菌,62.0,13.06547619047619,-0.16704296605486915,-0.5905096684858949,item_category_shrinkage,1.95,last,False,0.09449999999999999,0.22727272727272727,0.6387959866220736

