日期,单品编码,单品名称,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,平均零售单价(元/千克)
2023-06-25,102900005118817,菠菜,1011010101,花叶类,2.293,32.102,6,0,0.0,13.999999999999998
2023-06-25,102900005118824,高瓜(1),1011010402,水生根茎类,2.357,30.8896,7,3,1.066,13.10547305897327
2023-06-25,102900005118831,娃娃菜,1011010101,花叶类,7.0,47.6,7,1,1.0,6.8
2023-06-25,102900005119975,红薯尖,1011010101,花叶类,3.0869999999999997,18.522,7,0,0.0,6.0
2023-06-25,102900011000328,螺丝椒,1011010504,辣椒类,5.332,53.32,16,0,0.0,10.0
2023-06-25,102900011001691,菱角,1011010402,水生根茎类,1.483,20.762,2,0,0.0,14.0
2023-06-25,102900011007969,红莲藕带,1011010402,水生根茎类,0.579,5.3268,2,0,0.0,9.200000000000001
2023-06-25,102900011016701,芜湖青椒(1),1011010504,辣椒类,11.883,61.7916,34,0,0.0,5.2
2023-06-25,102900011022764,长线茄,1011010501,茄类,2.493,29.916,6,0,0.0,12.0
2023-06-25,102900011023464,小青菜(1),1011010101,花叶类,4.788,24.8976,16,0,0.0,5.2
2023-06-25,102900011030059,云南生菜(份),1011010101,花叶类,37.0,146.7,37,14,14.0,3.9648648648648646
2023-06-25,102900011030097,云南油麦菜(份),1011010101,花叶类,19.0,76.5,19,6,6.0,4.026315789473684
2023-06-25,102900011031100,小米椒(份),1011010504,辣椒类,17.0,98.6,17,0,0.0,5.8
2023-06-25,102900011031926,虫草花(份),1011010801,食用菌,1.0,2.3,1,1,1.0,2.3
2023-06-25,102900011032022,小皱皮(份),1011010504,辣椒类,9.0,23.0,9,2,2.0,2.5555555555555554
2023-06-25,102900011032251,螺丝椒(份),1011010504,辣椒类,13.0,50.699999999999996,13,0,0.0,3.8999999999999995
2023-06-25,102900011032343,七彩椒(2),1011010504,辣椒类,1.048,21.7984,3,0,0.0,20.8
2023-06-25,102900011032732,高瓜(2),1011010402,水生根茎类,2.089,34.002,8,2,0.5,16.276687410244136
2023-06-25,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,9.0,43.199999999999996,9,0,0.0,4.8
2023-06-25,102900011034330,双孢菇(盒),1011010801,食用菌,8.0,41.8,8,2,2.0,5.225
2023-06-25,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,2.0,9.3,2,1,1.0,4.65
2023-06-25,102900011035078,红椒(2),1011010504,辣椒类,1.395,23.86,6,2,0.505,17.10394265232975
2023-06-25,102900051000463,圆茄子(2),1011010501,茄类,0.616,4.928,1,0,0.0,8.0
2023-06-25,102900051000944,洪湖藕带,1011010402,水生根茎类,4.741,93.132,14,10,2.984,19.643956971103144
2023-06-25,106949711300259,金针菇(盒),1011010801,食用菌,11.0,22.0,11,0,0.0,2.0
2023-06-25,106971533450003,海鲜菇(包),1011010801,食用菌,11.0,30.6,11,4,4.0,2.7818181818181817
2023-06-26,102900005115250,西峡花菇(1),1011010801,食用菌,3.582,85.968,21,0,0.0,24.000000000000004
2023-06-26,102900005115762,苋菜,1011010101,花叶类,7.777,31.108,17,0,0.0,4.0
2023-06-26,102900005115779,云南生菜,1011010101,花叶类,7.971,73.33319999999999,25,0,0.0,9.2
2023-06-26,102900005115786,竹叶菜,1011010101,花叶类,12.022,48.088,27,0,0.0,4.0
2023-06-26,102900005115823,上海青,1011010101,花叶类,1.42,11.36,3,0,0.0,8.0
2023-06-26,102900005115946,木耳菜,1011010101,花叶类,10.052,50.4546,27,12,3.927,5.019359331476323
2023-06-26,102900005115984,云南油麦菜,1011010101,花叶类,0.573,4.1255999999999995,1,0,0.0,7.199999999999999
2023-06-26,102900005116257,紫茄子(2),1011010501,茄类,16.395,98.37,28,0,0.0,6.0
2023-06-26,102900005116509,青茄子(1),1011010501,茄类,3.558,21.348,5,0,0.0,6.0
2023-06-26,102900005116714,西兰花,1011010201,花菜类,8.083,113.162,20,0,0.0,14.0
2023-06-26,102900005116899,净藕(1),1011010402,水生根茎类,4.492999999999999,67.928,9,1,0.495,15.118628978410863
2023-06-26,102900005118817,菠菜,1011010101,花叶类,1.275,17.85,3,0,0.0,14.000000000000002
2023-06-26,102900005118824,高瓜(1),1011010402,水生根茎类,1.9729999999999999,31.567999999999998,4,0,0.0,16.0
2023-06-26,102900005118831,娃娃菜,1011010101,花叶类,3.0,17.7,3,1,1.0,5.8999999999999995
2023-06-26,102900005119975,红薯尖,1011010101,花叶类,3.4899999999999998,20.94,11,0,0.0,6.000000000000001
2023-06-26,102900011000328,螺丝椒,1011010504,辣椒类,6.44,77.28,14,0,0.0,12.0
2023-06-26,102900011006948,外地茼蒿,1011010101,花叶类,1.862,24.5784,4,0,0.0,13.2
2023-06-26,102900011007969,红莲藕带,1011010402,水生根茎类,0.349,3.2107999999999994,1,0,0.0,9.2
2023-06-26,102900011008164,奶白菜,1011010101,花叶类,7.636,39.7072,14,0,0.0,5.2
2023-06-26,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,7.8,1,0,0.0,7.8
2023-06-26,102900011016701,芜湖青椒(1),1011010504,辣椒类,10.334,53.7368,33,0,0.0,5.2
2023-06-26,102900011022764,长线茄,1011010501,茄类,1.271,15.252,4,0,0.0,12.000000000000002
2023-06-26,102900011023464,小青菜(1),1011010101,花叶类,5.446,28.3192,15,0,0.0,5.2
2023-06-26,102900011030059,云南生菜(份),1011010101,花叶类,4.0,14.4,4,2,2.0,3.6
2023-06-26,102900011030097,云南油麦菜(份),1011010101,花叶类,14.0,48.6,14,9,9.0,3.4714285714285715
2023-06-26,102900011030929,鲜木耳(份),1011010801,食用菌,4.0,9.7,4,4,4.0,2.425
2023-06-26,102900011031100,小米椒(份),1011010504,辣椒类,20.0,113.7,20,2,2.0,5.6850000000000005
2023-06-26,102900011031926,虫草花(份),1011010801,食用菌,4.0,15.2,4,0,0.0,3.8
2023-06-26,102900011032022,小皱皮(份),1011010504,辣椒类,15.0,42.0,15,1,1.0,2.8
2023-06-26,102900011032237,青线椒(份),1011010504,辣椒类,1.0,3.8,1,0,0.0,3.8
2023-06-26,102900011032251,螺丝椒(份),1011010504,辣椒类,7.0,27.3,7,0,0.0,3.9
2023-06-26,102900011032343,七彩椒(2),1011010504,辣椒类,1.506,29.648200000000003,7,2,0.385,19.6867197875166
2023-06-26,102900011032732,高瓜(2),1011010402,水生根茎类,0.785,11.4516,3,2,0.496,14.588025477707005
2023-06-26,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,8.0,36.5,8,2,2.0,4.5625
2023-06-26,102900011034330,双孢菇(盒),1011010801,食用菌,11.0,56.1,11,4,4.0,5.1000000000000005
2023-06-26,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,1.0,3.5,1,1,1.0,3.5
2023-06-26,102900011035078,红椒(2),1011010504,辣椒类,1.905,38.1,9,0,0.0,20.0
2023-06-26,102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,3.0,15.1,3,1,1.0,5.033333333333333
2023-06-26,102900051000944,洪湖藕带,1011010402,水生根茎类,2.7840000000000003,72.384,6,0,0.0,25.999999999999996
2023-06-26,106949711300259,金针菇(盒),1011010801,食用菌,9.0,17.2,9,1,1.0,1.911111111111111
2023-06-26,106971533450003,海鲜菇(包),1011010801,食用菌,4.0,9.6,4,2,2.0,2.4
2023-06-27,102900005115250,西峡花菇(1),1011010801,食用菌,3.708,88.992,22,0,0.0,24.0
2023-06-27,102900005115762,苋菜,1011010101,花叶类,11.061,44.244,18,0,0.0,4.0
2023-06-27,102900005115779,云南生菜,1011010101,花叶类,0.251,2.3091999999999997,1,0,0.0,9.2
2023-06-27,102900005115786,竹叶菜,1011010101,花叶类,14.095,56.38,33,0,0.0,4.0
2023-06-27,102900005115823,上海青,1011010101,花叶类,1.823,14.584,5,0,0.0,8.0
2023-06-27,102900005115908,菜心,1011010101,花叶类,0.822,4.9319999999999995,2,0,0.0,6.0
2023-06-27,102900005115946,木耳菜,1011010101,花叶类,5.034,24.887999999999998,12,6,2.215,4.9439809296781885
2023-06-27,102900005115984,云南油麦菜,1011010101,花叶类,0.293,2.1096,1,0,0.0,7.2
2023-06-27,102900005116257,紫茄子(2),1011010501,茄类,4.095,24.57,10,0,0.0,6.0
2023-06-27,102900005116509,青茄子(1),1011010501,茄类,0.923,5.538,2,0,0.0,6.0
2023-06-27,102900005116714,西兰花,1011010201,花菜类,14.272,171.264,28,0,0.0,12.0
2023-06-27,102900005116899,净藕(1),1011010402,水生根茎类,4.354,58.896,13,5,1.346,13.526871841984383
2023-06-27,102900005118824,高瓜(1),1011010402,水生根茎类,3.947,47.6,11,8,2.75,12.059792247276413
2023-06-27,102900005118831,娃娃菜,1011010101,花叶类,19.0,123.8,19,4,4.0,6.515789473684211
2023-06-27,102900005119975,红薯尖,1011010101,花叶类,7.056,36.6912,18,0,0.0,5.2
2023-06-27,102900011000328,螺丝椒,1011010504,辣椒类,4.324,51.888000000000005,11,0,0.0,12.000000000000002
2023-06-27,102900011001691,菱角,1011010402,水生根茎类,1.2690000000000001,17.766000000000002,3,0,0.0,14.0
2023-06-27,102900011006948,外地茼蒿,1011010101,花叶类,0.996,13.147199999999998,2,0,0.0,13.199999999999998
2023-06-27,102900011007969,红莲藕带,1011010402,水生根茎类,0.218,2.0056,1,0,0.0,9.2
2023-06-27,102900011008164,奶白菜,1011010101,花叶类,6.8420000000000005,35.5784,18,0,0.0,5.2
2023-06-27,102900011016701,芜湖青椒(1),1011010504,辣椒类,17.095,88.894,39,0,0.0,5.200000000000001
2023-06-27,102900011018132,野生粉藕,1011010402,水生根茎类,1.441,37.466,4,0,0.0,26.0
2023-06-27,102900011022764,长线茄,1011010501,茄类,2.332,27.984,7,0,0.0,12.000000000000002
2023-06-27,102900011023464,小青菜(1),1011010101,花叶类,3.005,15.626,10,0,0.0,5.2
2023-06-27,102900011030059,云南生菜(份),1011010101,花叶类,23.0,102.6,23,1,1.0,4.460869565217391
2023-06-27,102900011030097,云南油麦菜(份),1011010101,花叶类,18.0,78.3,18,3,3.0,4.35
2023-06-27,102900011030110,菠菜(份),1011010101,花叶类,15.0,83.0,15,8,8.0,5.533333333333333
2023-06-27,102900011031100,小米椒(份),1011010504,辣椒类,19.0,110.2,19,0,0.0,5.8
2023-06-27,102900011031926,虫草花(份),1011010801,食用菌,1.0,2.3,1,1,1.0,2.3
2023-06-27,102900011032022,小皱皮(份),1011010504,辣椒类,6.0,14.6,6,2,2.0,2.433333333333333
2023-06-27,102900011032251,螺丝椒(份),1011010504,辣椒类,5.0,29.5,5,0,0.0,5.9
2023-06-27,102900011032343,七彩椒(2),1011010504,辣椒类,2.101,35.6747,8,5,1.102,16.97986673012851
2023-06-27,102900011032732,高瓜(2),1011010402,水生根茎类,0.245,4.41,1,1,0.245,18.0
2023-06-27,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,8.0,38.4,8,0,0.0,4.8
2023-06-27,102900011033982,紫茄子(1),1011010501,茄类,0.512,4.6080000000000005,1,0,0.0,9.0
2023-06-27,102900011034330,双孢菇(盒),1011010801,食用菌,10.0,46.2,10,4,4.0,4.62
2023-06-27,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,4.0,23.2,4,0,0.0,5.8
2023-06-27,102900011035078,红椒(2),1011010504,辣椒类,1.6,30.48,8,1,0.19,19.05
2023-06-27,102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,1.0,5.8,1,0,0.0,5.8
2023-06-27,102900011036686,木耳菜(份),1011010101,花叶类,1.0,3.9,1,1,1.0,3.9
2023-06-27,102900051000463,圆茄子(2),1011010501,茄类,0.553,4.424,1,0,0.0,8.0
2023-06-27,102900051000944,洪湖藕带,1011010402,水生根茎类,4.98,94.9,14,11,3.392,19.056224899598394
2023-06-27,106949711300259,金针菇(盒),1011010801,食用菌,12.0,17.6,12,8,8.0,1.4666666666666668
2023-06-27,106971533450003,海鲜菇(包),1011010801,食用菌,11.0,33.0,11,0,0.0,3.0
2023-06-28,102900005115250,西峡花菇(1),1011010801,食用菌,3.742,89.80799999999999,22,0,0.0,23.999999999999996
2023-06-28,102900005115762,苋菜,1011010101,花叶类,3.809,12.9506,8,0,0.0,3.4
2023-06-28,102900005115786,竹叶菜,1011010101,花叶类,13.151,44.7134,27,0,0.0,3.4
2023-06-28,102900005115823,上海青,1011010101,花叶类,5.553,44.424,15,0,0.0,8.0
2023-06-28,102900005115908,菜心,1011010101,花叶类,2.701,16.206,5,0,0.0,6.0
2023-06-28,102900005115946,木耳菜,1011010101,花叶类,9.466,49.7088,25,10,3.557,5.2512993872807945
2023-06-28,102900005116257,紫茄子(2),1011010501,茄类,6.075,36.449999999999996,11,0,0.0,5.999999999999999
2023-06-28,102900005116509,青茄子(1),1011010501,茄类,2.4499999999999997,14.7,4,0,0.0,6.0
2023-06-28,102900005116714,西兰花,1011010201,花菜类,13.401,160.812,31,0,0.0,12.000000000000002
2023-06-28,102900005116899,净藕(1),1011010402,水生根茎类,6.587,83.736,12,7,3.704,12.712312129952938
2023-06-28,102900005118824,高瓜(1),1011010402,水生根茎类,2.451,33.248000000000005,6,5,2.232,13.565075479396166
2023-06-28,102900005118831,娃娃菜,1011010101,花叶类,17.0,110.2,17,3,3.0,6.482352941176471
2023-06-28,102900005119975,红薯尖,1011010101,花叶类,2.436,11.6928,7,0,0.0,4.8
2023-06-28,102900011000328,螺丝椒,1011010504,辣椒类,6.339,76.068,18,0,0.0,11.999999999999998
2023-06-28,102900011001691,菱角,1011010402,水生根茎类,0.903,12.642,3,0,0.0,13.999999999999998
2023-06-28,102900011007969,红莲藕带,1011010402,水生根茎类,1.037,9.540399999999998,4,0,0.0,9.2
2023-06-28,102900011008164,奶白菜,1011010101,花叶类,8.488,44.1376,18,0,0.0,5.2
2023-06-28,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,6.8,1,0,0.0,6.8
2023-06-28,102900011016701,芜湖青椒(1),1011010504,辣椒类,11.342,58.9784,28,0,0.0,5.2
2023-06-28,102900011022764,长线茄,1011010501,茄类,4.917,59.004,11,0,0.0,12.0
2023-06-28,102900011023464,小青菜(1),1011010101,花叶类,2.5780000000000003,13.4056,7,0,0.0,5.199999999999999
2023-06-28,102900011030059,云南生菜(份),1011010101,花叶类,33.0,148.5,33,1,1.0,4.5
2023-06-28,102900011030097,云南油麦菜(份),1011010101,花叶类,21.0,80.1,21,9,9.0,3.814285714285714
2023-06-28,102900011030110,菠菜(份),1011010101,花叶类,11.0,54.4,11,6,6.0,4.945454545454545
2023-06-28,102900011031100,小米椒(份),1011010504,辣椒类,18.0,104.39999999999999,18,0,0.0,5.8
2023-06-28,102900011031926,虫草花(份),1011010801,食用菌,4.0,15.2,4,0,0.0,3.8
2023-06-28,102900011032022,小皱皮(份),1011010504,辣椒类,13.0,27.2,13,7,7.0,2.0923076923076924
2023-06-28,102900011032251,螺丝椒(份),1011010504,辣椒类,10.0,56.6,10,1,1.0,5.66
2023-06-28,102900011032343,七彩椒(2),1011010504,辣椒类,1.528,31.782400000000003,6,0,0.0,20.8
2023-06-28,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,5.0,24.0,5,0,0.0,4.8
2023-06-28,102900011034026,枝江青梗散花,1011010201,花菜类,2.668,37.352000000000004,5,0,0.0,14.0
2023-06-28,102900011034330,双孢菇(盒),1011010801,食用菌,13.0,66.1,13,2,2.0,5.084615384615384
2023-06-28,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,2.0,11.6,2,0,0.0,5.8
2023-06-28,102900011035078,红椒(2),1011010504,辣椒类,1.325,24.82,6,2,0.42,18.732075471698113
2023-06-28,102900051000463,圆茄子(2),1011010501,茄类,2.209,11.4868,3,0,0.0,5.2
2023-06-28,102900051000944,洪湖藕带,1011010402,水生根茎类,3.968,70.265,12,9,3.024,17.707913306451612
2023-06-28,106949711300259,金针菇(盒),1011010801,食用菌,26.0,52.0,26,0,0.0,2.0
2023-06-28,106971533450003,海鲜菇(包),1011010801,食用菌,6.0,18.0,6,0,0.0,3.0
2023-06-29,102900005115250,西峡花菇(1),1011010801,食用菌,4.314,103.536,22,0,0.0,24.0
2023-06-29,102900005115762,苋菜,1011010101,花叶类,8.868,30.1512,19,0,0.0,3.4
2023-06-29,102900005115779,云南生菜,1011010101,花叶类,2.904,26.7168,8,0,0.0,9.2
2023-06-29,102900005115786,竹叶菜,1011010101,花叶类,10.415,35.411,22,0,0.0,3.4000000000000004
2023-06-29,102900005115823,上海青,1011010101,花叶类,4.687,37.496,11,0,0.0,8.0
2023-06-29,102900005115946,木耳菜,1011010101,花叶类,4.4799999999999995,26.88,11,0,0.0,6.0
2023-06-29,102900005116257,紫茄子(2),1011010501,茄类,5.369,32.214,10,0,0.0,6.0
2023-06-29,102900005116509,青茄子(1),1011010501,茄类,0.94,5.640000000000001,2,0,0.0,6.000000000000001
2023-06-29,102900005116714,西兰花,1011010201,花菜类,15.18,170.016,34,0,0.0,11.2
2023-06-29,102900005116899,净藕(1),1011010402,水生根茎类,7.4030000000000005,110.976,16,3,1.573,14.990679454275293
2023-06-29,102900005118824,高瓜(1),1011010402,水生根茎类,3.477,52.728,10,2,0.7769999999999999,15.164797238999139
2023-06-29,102900005118831,娃娃菜,1011010101,花叶类,12.0,81.6,12,0,0.0,6.8
2023-06-29,102900005119975,红薯尖,1011010101,花叶类,5.586,26.8128,13,0,0.0,4.8
2023-06-29,102900011000328,螺丝椒,1011010504,辣椒类,7.692,92.304,18,0,0.0,12.0
2023-06-29,102900011001691,菱角,1011010402,水生根茎类,3.403,47.641999999999996,5,0,0.0,13.999999999999998
2023-06-29,102900011007969,红莲藕带,1011010402,水生根茎类,0.8300000000000001,7.635999999999999,3,0,0.0,9.199999999999998
2023-06-29,102900011008164,奶白菜,1011010101,花叶类,6.34,25.36,14,0,0.0,4.0
2023-06-29,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,4.1,1,1,1.0,4.1
2023-06-29,102900011016701,芜湖青椒(1),1011010504,辣椒类,15.098,78.5096,41,0,0.0,5.2
2023-06-29,102900011018132,野生粉藕,1011010402,水生根茎类,0.767,19.942,1,0,0.0,26.0
2023-06-29,102900011022764,长线茄,1011010501,茄类,2.868,34.416000000000004,8,0,0.0,12.000000000000002
2023-06-29,102900011023464,小青菜(1),1011010101,花叶类,7.8100000000000005,40.612,18,0,0.0,5.2
2023-06-29,102900011030059,云南生菜(份),1011010101,花叶类,35.0,141.3,35,10,10.0,4.037142857142857
2023-06-29,102900011030097,云南油麦菜(份),1011010101,花叶类,26.0,111.6,26,4,4.0,4.292307692307692
2023-06-29,102900011030110,菠菜(份),1011010101,花叶类,10.0,59.9,10,4,4.0,5.99
2023-06-29,102900011031100,小米椒(份),1011010504,辣椒类,33.0,191.4,33,0,0.0,5.8
2023-06-29,102900011031926,虫草花(份),1011010801,食用菌,1.0,3.8,1,0,0.0,3.8
2023-06-29,102900011032022,小皱皮(份),1011010504,辣椒类,8.0,21.299999999999997,8,1,1.0,2.6624999999999996
2023-06-29,102900011032251,螺丝椒(份),1011010504,辣椒类,19.0,109.7,19,1,1.0,5.773684210526316
2023-06-29,102900011032343,七彩椒(2),1011010504,辣椒类,0.168,3.4944,1,0,0.0,20.8
2023-06-29,102900011032732,高瓜(2),1011010402,水生根茎类,2.365,36.2916,9,6,1.586,15.345285412262156
2023-06-29,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,3.0,12.5,3,1,1.0,4.166666666666667
2023-06-29,102900011033982,紫茄子(1),1011010501,茄类,0.512,4.6080000000000005,1,0,0.0,9.0
2023-06-29,102900011034026,枝江青梗散花,1011010201,花菜类,9.187,122.486,18,2,1.095,13.332535103951237
2023-06-29,102900011034330,双孢菇(盒),1011010801,食用菌,7.0,36.3,7,1,1.0,5.185714285714285
2023-06-29,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,1.0,5.8,1,0,0.0,5.8
2023-06-29,102900011035078,红椒(2),1011010504,辣椒类,2.155,41.419999999999995,10,1,0.21,19.220417633410673
2023-06-29,102900011036686,木耳菜(份),1011010101,花叶类,1.0,2.3,1,1,1.0,2.3
2023-06-29,102900051000463,圆茄子(2),1011010501,茄类,1.822,9.4744,2,0,0.0,5.199999999999999
2023-06-29,102900051000944,洪湖藕带,1011010402,水生根茎类,4.7,116.337,10,1,0.451,24.752553191489362
2023-06-29,106949711300259,金针菇(盒),1011010801,食用菌,24.0,46.4,24,2,2.0,1.9333333333333333
2023-06-29,106971533450003,海鲜菇(包),1011010801,食用菌,11.0,31.8,11,1,1.0,2.890909090909091
2023-06-30,102900005115250,西峡花菇(1),1011010801,食用菌,6.572,157.728,36,0,0.0,24.0
2023-06-30,102900005115762,苋菜,1011010101,花叶类,6.726,22.868399999999998,12,0,0.0,3.3999999999999995
2023-06-30,102900005115786,竹叶菜,1011010101,花叶类,12.884,43.8056,32,0,0.0,3.4
2023-06-30,102900005115823,上海青,1011010101,花叶类,7.0360000000000005,56.288000000000004,15,0,0.0,8.0
2023-06-30,102900005115946,木耳菜,1011010101,花叶类,5.185,29.6196,12,4,1.3599999999999999,5.712555448408872
2023-06-30,102900005116257,紫茄子(2),1011010501,茄类,14.365,86.19,24,0,0.0,6.0
2023-06-30,102900005116714,西兰花,1011010201,花菜类,16.9,189.28,37,0,0.0,11.200000000000001
2023-06-30,102900005116899,净藕(1),1011010402,水生根茎类,6.44,92.816,13,3,1.836,14.412422360248447
2023-06-30,102900005118824,高瓜(1),1011010402,水生根茎类,3.78,39.92,11,9,3.316,10.560846560846562
2023-06-30,102900005118831,娃娃菜,1011010101,花叶类,6.0,40.8,6,0,0.0,6.8
2023-06-30,102900005119975,红薯尖,1011010101,花叶类,5.88,28.224,13,0,0.0,4.8
2023-06-30,102900011000328,螺丝椒,1011010504,辣椒类,8.47,101.64,21,0,0.0,12.0
2023-06-30,102900011001691,菱角,1011010402,水生根茎类,3.396,47.544,7,0,0.0,14.0
2023-06-30,102900011007969,红莲藕带,1011010402,水生根茎类,0.721,6.6331999999999995,3,0,0.0,9.2
