日期,分类编码,分类名称,销量,销售额,交易笔数,在售单品数,打折销量占比,平均零售单价(元/千克),加权平均成本(元/千克),成本加成率,品类平均损耗率(%)
2020-07-12,1011010501,茄类,81.706,582.6195,135,3,0.10496169191981006,7.130681957261401,4.2824853743911095,0.6650802825626116,6.68
2020-07-12,1011010504,辣椒类,72.459,855.2597000000001,297,10,0.08675250831504712,11.80336052112229,6.623485557349674,0.7820466911148962,9.24
2020-07-12,1011010801,食用菌,55.96,678.7291,185,6,0.09267333809864188,12.128825947105074,7.232089349535382,0.6770846377726623,9.45
2020-07-13,1011010101,花叶类,190.832,1422.2044,396,13,0.1043378469019871,7.4526515469103725,4.682125639305777,0.5917239563898979,12.83
2020-07-13,1011010201,花菜类,32.028,315.37620000000004,73,2,0.08764206319470463,9.846890221056578,5.74960284750843,0.7126209378659418,15.51
2020-07-13,1011010402,水生根茎类,11.605,164.1054,31,2,0.10883239982766048,14.140922016372253,8.038965962947007,0.7590473801668303,13.65
2020-07-13,1011010501,茄类,44.379000000000005,306.6984,79,3,0.025169562180310506,6.910890285946055,4.028366569773992,0.7155564584912602,6.68
2020-07-13,1011010504,辣椒类,61.24,662.7452,220,10,0.053837361201828866,10.822096668843892,6.436648758981058,0.6813247194425232,9.24
2020-07-13,1011010801,食用菌,42.113,544.001,145,5,0.05492365777788332,12.917650131788283,7.48280388478617,0.7263114643498934,9.45
2020-07-14,1011010101,花叶类,190.599,1375.1632,413,13,0.03918173757469871,7.214954957790964,4.34060021301266,0.6622021388105019,12.83
2020-07-14,1011010201,花菜类,57.575,558.9169,115,2,0.07885366912722536,9.707631784628745,5.248857490230134,0.8494752053561885,15.51
2020-07-14,1011010402,水生根茎类,9.007,135.8165,22,2,0.03608304651937382,15.078994115687799,7.594595314755192,0.9854901401252429,13.65
2020-07-14,1011010501,茄类,34.747,225.4722,64,3,0.08596425590698478,6.488968831841597,3.842482516476242,0.6887438795147263,6.68
2020-07-14,1011010504,辣椒类,66.74499999999999,710.1373,225,10,0.052018877818563194,10.639558019327291,6.189588283766574,0.7189443839474181,9.24
2020-07-14,1011010801,食用菌,44.836,537.0122,148,7,0.08894638237130877,11.97725488446784,6.569703809438845,0.8231042421212111,9.45
2020-07-15,1011010101,花叶类,218.094,1481.9327,456,12,0.03874476143314351,6.79492649958275,4.088843663741323,0.6618210570969447,12.83
2020-07-15,1011010201,花菜类,37.962,375.1279,77,2,0.0808176597650282,9.881668510615878,5.2916848427374745,0.8673955090462133,15.51
2020-07-15,1011010402,水生根茎类,10.238000000000001,151.4427,24,2,0.06085172885329165,14.792215276421175,7.510435631959366,0.9695548968525141,13.65
2020-07-15,1011010501,茄类,38.17,274.55,70,3,0.01084621430442756,7.192821587634268,4.082695834424942,0.7617823808927944,6.68
2020-07-15,1011010504,辣椒类,73.354,749.7708,242,10,0.05821086784633421,10.22126673392044,6.117863647517518,0.670724835142082,9.24
2020-07-15,1011010801,食用菌,42.196,494.03610000000003,139,7,0.10467816854678169,11.708126362688407,6.440664043985213,0.8178446015395502,9.45
2020-07-16,1011010101,花叶类,215.526,1535.9922,463,13,0.09268951309818768,7.126714178335791,4.280146850032015,0.6650630055561024,12.83
2020-07-16,1011010201,花菜类,39.45,417.22800000000007,83,2,0.10519645120405577,10.576121673003803,5.735707984790874,0.843908668476157,15.51
2020-07-16,1011010402,水生根茎类,11.354000000000001,162.7251,30,2,0.10313545886912101,14.33196230403382,7.30329575480007,0.9623965378389858,13.65
2020-07-16,1011010501,茄类,26.586,192.9674,54,3,0.0961032122169563,7.258233656811856,4.1349868351764085,0.7553220714189293,6.68
2020-07-16,1011010504,辣椒类,72.656,764.0534,237,10,0.11466362034794096,10.516039969169785,6.389405692578727,0.6458557298034981,9.24
2020-07-16,1011010801,食用菌,53.685,641.0918,169,7,0.06696470149948776,11.941730464748067,6.810458787370774,0.7534399425326026,9.45
2020-07-17,1011010101,花叶类,201.67000000000002,1377.6054,431,14,0.14002082610204789,6.830988248128129,4.109126295433133,0.6623943283807225,12.83
2020-07-17,1011010201,花菜类,44.198,455.7297,92,2,0.09826236481288746,10.311093262138558,5.78053441332187,0.78376124504605,15.51
2020-07-17,1011010402,水生根茎类,10.727,154.124,29,2,0.0,14.367856809918896,7.298178428265125,0.968690811158248,13.65
2020-07-17,1011010501,茄类,37.251,294.065,69,3,0.12756704517999518,7.894150492604226,4.571652841534456,0.7267607069557338,6.68
2020-07-17,1011010504,辣椒类,61.025,690.4716,218,10,0.08529291274068006,11.314569438754608,6.622583039737814,0.7084828337920772,9.24
2020-07-17,1011010801,食用菌,51.908,656.7742000000001,169,7,0.11408646066116976,12.652658549741853,7.2176814749171605,0.7530087180644212,9.45
2020-07-18,1011010101,花叶类,275.265,2023.5223,603,13,0.1597551450420504,7.351179045646923,4.503703812689591,0.6322518867547005,12.83
2020-07-18,1011010201,花菜类,61.087999999999994,634.3341,128,2,0.1590656102671556,10.38393956259822,5.8223133839706644,0.7834731450880177,15.51
2020-07-18,1011010402,水生根茎类,10.418,151.25990000000002,24,2,0.30485697830677677,14.519091956229605,7.548891341908235,0.9233409647355473,13.65
2020-07-18,1011010501,茄类,56.584999999999994,393.6409,95,3,0.14901475656092605,6.956629848899886,3.8986651939559955,0.7843619553904186,6.68
2020-07-18,1011010504,辣椒类,85.051,987.4653,318,10,0.16271413622414788,11.61027265993345,6.6111048664918695,0.7561773552828772,9.24
2020-07-18,1011010801,食用菌,71.884,884.5590000000001,227,7,0.2087112570252073,12.305366980134663,7.206324773245785,0.7075787405279861,9.45
2020-07-19,1011010101,花叶类,321.164,2307.3773,678,12,0.16180206997048238,7.184420732087034,4.4439764108056945,0.616664911770874,12.83
2020-07-19,1011010201,花菜类,76.351,809.2379000000001,165,2,0.1103194457178033,10.598916844573091,5.966778169244673,0.776321583263216,15.51
2020-07-19,1011010402,水生根茎类,11.123999999999999,159.4384,25,2,0.2624955052139518,14.332829917295939,7.43235436893204,0.9284373706948843,13.65
2020-07-19,1011010501,茄类,71.772,556.3028,125,3,0.16656913559605416,7.750972524104108,4.300859388062197,0.8021915679499583,6.68
2020-07-19,1011010504,辣椒类,103.776,1116.3662,345,10,0.10448465926611163,10.757460299105766,6.560818590040086,0.639652148809077,9.24
2020-07-19,1011010801,食用菌,80.322,1123.2615,286,7,0.12392619705684618,13.984481213117204,8.17521911804985,0.7105940539552316,9.45
2020-07-20,1011010101,花叶类,204.997,1412.958,432,12,0.11053820299809265,6.892578915789011,4.153171948857788,0.6595939201806029,12.83
2020-07-20,1011010201,花菜类,47.431,411.38919999999996,99,2,0.10375071155995025,8.673424553562016,4.967849296873354,0.7459113663171835,15.51
2020-07-20,1011010402,水生根茎类,9.548,134.2522,23,2,0.057080016757436104,14.060766652702135,7.34954335986594,0.9131483364646225,13.65
2020-07-20,1011010501,茄类,33.947,280.5997,63,3,0.11397177953869266,8.265817303443603,4.396937284590686,0.8799033892094903,6.68
2020-07-20,1011010504,辣椒类,67.35,677.3548999999999,246,9,0.12118782479584261,10.05723682256867,6.605645731254641,0.5225213751598594,9.24
2020-07-20,1011010801,食用菌,52.617000000000004,627.6752,181,7,0.071269741718456,11.929133169888058,6.8095014919132595,0.7518364867170826,9.45
2020-07-21,1011010101,花叶类,214.99,1592.4823000000001,428,13,0.06735196985906321,7.407238941346109,4.462177915251872,0.6600052893516237,12.83
2020-07-21,1011010201,花菜类,49.004999999999995,461.4358,114,2,0.08382818079787778,9.416096316702378,5.350965207631874,0.7597005309009606,15.51
2020-07-21,1011010402,水生根茎类,12.744,213.18280000000001,29,3,0.10193032015065913,16.72809165097301,10.006125235404896,0.671785157333793,13.65
2020-07-21,1011010501,茄类,27.094,206.34199999999998,51,3,0.055510445117000075,7.615782091976082,4.246234590684284,0.79353776371286,6.68
2020-07-21,1011010504,辣椒类,56.992999999999995,571.6611,203,10,0.05627006825399611,10.030373905567352,6.077609530995034,0.6503814294771197,9.24
2020-07-21,1011010801,食用菌,45.905,570.2716,158,7,0.0844788149439059,12.422864611698072,7.082576407798715,0.7540036134335377,9.45
2020-07-22,1011010101,花叶类,232.783,1648.3367,499,13,0.11739688894807611,7.081001189949439,4.206683692537686,0.6832739771974199,12.83
2020-07-22,1011010201,花菜类,53.675,531.4384,116,2,0.09009781089892875,9.9010414531905,5.592273684210527,0.77048585464362,15.51
2020-07-22,1011010402,水生根茎类,11.049999999999999,180.9364,29,3,0.0951131221719457,16.37433484162896,8.66569411764706,0.88955836881939,13.65
2020-07-22,1011010501,茄类,48.247,372.4259,90,3,0.03625095860882542,7.719151449831078,4.124189068750389,0.8716773943077123,6.68
2020-07-22,1011010504,辣椒类,81.36,801.0997,288,9,0.08817600786627336,9.846358161258603,5.957262659783678,0.6528326386763927,9.24
2020-07-22,1011010801,食用菌,66.794,745.5677000000001,205,7,0.059346647902506225,11.162195706201157,6.642299308321108,0.6804716541782108,9.45
2020-07-23,1011010101,花叶类,200.441,1426.5588,433,13,0.14001626413757662,7.117100792751982,4.1540515662963164,0.7132913925518434,12.83
2020-07-23,1011010201,花菜类,39.425,420.2273,88,2,0.07814838300570705,10.658904248573242,6.355172606214332,0.6772013773710184,15.51
2020-07-23,1011010402,水生根茎类,30.417,207.4809,39,3,0.14610250846566064,6.821215109971397,3.5717480356379654,0.909769401959797,13.65
2020-07-23,1011010501,茄类,44.141999999999996,338.846,72,3,0.07765846586017852,7.676272031172127,4.355991572651896,0.762232984876706,6.68
2020-07-23,1011010504,辣椒类,57.639,640.9893,212,10,0.06554589774284772,11.120756779264038,6.502984784607643,0.710100384301454,9.24
2020-07-23,1011010801,食用菌,56.759,623.9236000000001,169,7,0.07103719233954087,10.99250515336775,6.482759209993128,0.6956522365388613,9.45
2020-07-24,1011010101,花叶类,176.32500000000002,1340.1699,371,11,0.09298738125620302,7.60056656741812,4.545642932085637,0.6720553463997709,12.83
2020-07-24,1011010201,花菜类,38.284000000000006,409.21709999999996,79,2,0.10082541009298923,10.6889849545502,6.6024838052450106,0.6189339148486628,15.51
2020-07-24,1011010402,水生根茎类,11.739999999999998,197.4297,29,3,0.06448040885860308,16.816839863713803,9.249458262350938,0.8181432238215711,13.65
2020-07-24,1011010501,茄类,34.97,289.3317,56,3,0.07303402916785816,8.273711752931085,4.8235802116099515,0.7152636402763568,6.68
2020-07-24,1011010504,辣椒类,58.738,600.5783,197,9,0.09101433484286152,10.224697810616638,6.642362014368891,0.5393165546379985,9.24
2020-07-24,1011010801,食用菌,49.201,573.4826,147,7,0.10034348895347656,11.655913497693136,6.808140484949492,0.7120553730435557,9.45
2020-07-25,1011010101,花叶类,227.137,1805.9512,514,13,0.09960508415625813,7.950933577532502,4.737772049467941,0.6782009549035612,12.83
2020-07-25,1011010201,花菜类,57.421,620.8881,120,2,0.13557757614809912,10.812909911008168,6.929751832953101,0.5603603378102888,15.51
2020-07-25,1011010402,水生根茎类,10.424,150.716,23,2,0.2789716039907905,14.458557175748275,7.803664620107445,0.8527906925284037,13.65
2020-07-25,1011010501,茄类,61.874,435.2305,108,3,0.20129618256456666,7.034141965930762,4.6914940039434985,0.4993394343077322,6.68
2020-07-25,1011010504,辣椒类,94.20600000000002,951.9404999999999,313,10,0.1327834745133006,10.104881854658936,6.967990361548096,0.4501859690308052,9.24
2020-07-25,1011010801,食用菌,67.013,809.1514999999999,208,7,0.12409532478772772,12.07454523749123,7.111905749630668,0.697793202352025,9.45
2020-07-26,1011010101,花叶类,250.825,2045.4513,548,13,0.13991826970995713,8.154894049636201,4.783940795375262,0.7046394172602872,12.83
2020-07-26,1011010201,花菜类,64.119,711.6964,139,2,0.14331165489168576,11.09961789797096,7.285019105101453,0.5236223457805722,15.51
2020-07-26,1011010402,水生根茎类,12.988,234.4727,36,3,0.15067754850631354,18.053025870033878,10.575737603942102,0.707022861772272,13.65
2020-07-26,1011010501,茄类,69.521,515.1741,112,3,0.10985169948648608,7.41033788351721,4.626420937558435,0.6017431149332404,6.68
2020-07-26,1011010504,辣椒类,102.06099999999999,1058.5517,348,9,0.133185055995924,10.371755126835913,6.848482280204977,0.5144603873495723,9.24
2020-07-26,1011010801,食用菌,71.295,882.8239,209,7,0.13491829721579351,12.382690230731468,7.358265797040466,0.6828272547196994,9.45
2020-07-27,1011010101,花叶类,198.00900000000001,1568.9211,408,12,0.09294527016448746,7.923483781040256,4.603104454848012,0.7213347771622267,12.83
2020-07-27,1011010201,花菜类,42.876000000000005,463.1993,88,2,0.12158317007183504,10.803230245358707,7.073823117828154,0.5272123808314246,15.51
2020-07-27,1011010402,水生根茎类,17.265,246.9673,39,3,0.04801621778163915,14.304506226469735,9.106492325514045,0.5708030836848337,13.65
2020-07-27,1011010501,茄类,36.121,265.8719,59,3,0.1535118075357825,7.3605907920600195,4.809065086791616,0.5305658499562256,6.68
2020-07-27,1011010504,辣椒类,71.402,776.7884,255,10,0.043402145598162516,10.879084619478446,6.873508585193691,0.5827556603207298,9.24
2020-07-27,1011010801,食用菌,52.777,654.2723000000001,172,8,0.22354434696932377,12.39692100725695,7.220750895276351,0.716846514587109,9.45
2020-07-28,1011010101,花叶类,165.443,1326.3971000000001,360,13,0.13804150069812562,8.017245214363859,4.624895885592016,0.7334974478755429,12.83
2020-07-28,1011010201,花菜类,34.937,379.23389999999995,71,2,0.0630277356384349,10.854792912957608,6.925682800469416,0.5673245838261436,15.51
2020-07-28,1011010402,水生根茎类,13.959,166.78640000000001,34,2,0.032308904649330186,11.948305752561073,7.253192205745397,0.6473168521711838,13.65
2020-07-28,1011010501,茄类,40.34,313.6707,60,3,0.1651710461080813,7.775674268715914,4.978804412493802,0.5617553180445596,6.68
2020-07-28,1011010504,辣椒类,66.001,667.8376000000001,225,10,0.13031620733019197,10.11859820305753,6.862747382615414,0.47442381875949247,9.24
2020-07-28,1011010801,食用菌,47.728,550.9984999999999,138,8,0.11180020113979215,11.54455455916862,6.6819648843446195,0.727718531747557,9.45
2020-07-29,1011010101,花叶类,193.72899999999998,1516.066,413,12,0.09612912883460918,7.8257049796365035,4.66470063852082,0.6776435587339298,12.83
2020-07-29,1011010201,花菜类,42.22,486.9335,94,2,0.09921837991473235,11.533242539081003,7.489350071056371,0.5399523896810237,15.51
2020-07-29,1011010402,水生根茎类,18.597,226.9722,34,2,0.02919825778351347,12.204774963703821,7.287741571221165,0.6746991978831567,13.65
2020-07-29,1011010501,茄类,40.777,324.2181,69,3,0.1285528606812664,7.951004242587733,4.8942207617039015,0.6245700040346414,6.68
2020-07-29,1011010504,辣椒类,82.494,815.1328000000001,282,10,0.09672218585594103,9.881116202390478,6.805390573859916,0.45195431403227393,9.24
2020-07-29,1011010801,食用菌,54.315,660.9125,174,7,0.08051182914480347,12.168139556292001,7.073603056245973,0.7202180359198367,9.45
2020-07-30,1011010101,花叶类,201.743,1575.9332000000002,413,11,0.12853481905196215,7.811588010488593,4.614850279811443,0.69270670484412,12.83
2020-07-30,1011010201,花菜类,38.198,392.41679999999997,82,2,0.1519451280171737,10.27322896486727,6.496471804806535,0.5813551222167133,15.51
2020-07-30,1011010402,水生根茎类,10.645000000000001,126.79490000000001,26,2,0.218788163457022,11.911216533583842,7.382646312822922,0.6134074461748553,13.65
2020-07-30,1011010501,茄类,46.311,355.9828,81,3,0.12528340998898752,7.686787156399127,4.7999291744941806,0.6014376206309682,6.68
2020-07-30,1011010504,辣椒类,68.219,647.6431,235,10,0.0858118705932365,9.493588296515634,6.376542165672321,0.4888301605882446,9.24
2020-07-30,1011010801,食用菌,50.774,578.2916,155,7,0.06032615117973766,11.389522196399732,6.5886437940678295,0.7286595773555757,9.45
2020-07-31,1011010101,花叶类,197.166,1534.2384,437,13,0.010143736749743872,7.781455220474118,4.409464157106195,0.7647167418140131,12.83
2020-07-31,1011010201,花菜类,37.549,393.0233,74,2,0.016698181043436577,10.466944525819596,6.65987429758449,0.5716429557260436,15.51
2020-07-31,1011010402,水生根茎类,19.062,213.33,37,2,0.0,11.191375511488825,7.519586612107858,0.48829664299214803,13.65
2020-07-31,1011010501,茄类,34.092,265.107,53,3,0.0,7.776223160858853,4.7814261410301535,0.6263397010632217,6.68
2020-07-31,1011010504,辣椒类,41.104,440.091,152,10,0.0,10.706768197742313,6.6833646360451535,0.6020027008548778,9.24
2020-07-31,1011010801,食用菌,45.587,522.947,127,7,0.0,11.471406321977756,6.658733849562374,0.7227609003672195,9.45
2020-08-01,1011010101,花叶类,229.89,1835.8272,527,14,0.11920048718952543,7.9856766279524996,4.5884899299665065,0.7403713966548446,12.83
2020-08-01,1011010201,花菜类,54.361999999999995,607.9993000000001,121,2,0.06914756631470514,11.184270262315591,7.458768625142563,0.4994794482047391,15.51
2020-08-01,1011010402,水生根茎类,21.432000000000002,237.8084,44,2,0.10880925718551697,11.095949981336318,7.570720418066442,0.4656399085689944,13.65
2020-08-01,1011010501,茄类,48.805,353.9742,90,3,0.06456305706382542,7.252826554656285,4.419644093842844,0.6410431248888218,6.68
2020-08-01,1011010504,辣椒类,66.15599999999999,693.1243,265,11,0.054779611826591704,10.477119233327288,6.815670687465991,0.5372103075042485,9.24
2020-08-01,1011010801,食用菌,53.797,669.5794000000001,175,7,0.029406844247820512,12.446407792256077,7.362882130973846,0.6904260547506365,9.45
2020-08-02,1011010101,花叶类,243.138,2089.567,547,17,0.03716407965846556,8.594160517895187,4.979678865500251,0.7258463346776138,12.83
2020-08-02,1011010201,花菜类,49.219,556.502,99,2,0.0,11.306649870984781,7.584032995387959,0.4908492457589042,15.51
2020-08-02,1011010402,水生根茎类,56.153999999999996,627.7452000000001,107,3,0.10471204188481675,11.17899348220964,7.726564447768637,0.44682588979608306,13.65
2020-08-02,1011010501,茄类,50.893,352.942,93,3,0.0,6.934981235140393,4.277458393099248,0.6212854919473869,6.68
2020-08-02,1011010504,辣椒类,67.963,661.0504,252,11,0.0,9.726621838353221,6.378277445080411,0.5249606060732588,9.24
2020-08-02,1011010801,食用菌,54.961,617.6406,163,8,0.0,11.237797711104237,6.432346209130111,0.7470760039553279,9.45
2020-08-03,1011010101,花叶类,207.843,1680.6198,470,16,0.006437551421024524,8.08600626434376,4.81632395606299,0.6788750794399445,12.83
2020-08-03,1011010201,花菜类,44.426,492.02799999999996,89,2,0.0,11.075226218880834,7.08276864898933,0.5636860058193776,15.51
2020-08-03,1011010402,水生根茎类,15.555,195.6176,41,3,0.0,12.575866280938605,8.151981356477016,0.5426760355562721,13.65
