日期,单品编码,单品名称,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,平均零售单价(元/千克)
2020-07-03,102900005115779,云南生菜,1011010101,花叶类,36.309,290.472,93,0,0.0,8.0
2020-07-03,102900005115786,竹叶菜,1011010101,花叶类,11.125,62.628,24,4,2.061,5.6294831460674155
2020-07-03,102900005115793,小白菜,1011010101,花叶类,3.099,49.584,7,0,0.0,16.0
2020-07-03,102900005115823,上海青,1011010101,花叶类,13.120000000000001,129.3099,29,1,0.461,9.8559375
2020-07-03,102900005115908,菜心,1011010101,花叶类,8.173,65.384,20,0,0.0,8.0
2020-07-03,102900005115946,木耳菜,1011010101,花叶类,2.306,16.142000000000003,5,0,0.0,7.000000000000001
2020-07-03,102900005115960,大白菜,1011010101,花叶类,10.446,37.6056,15,0,0.0,3.6000000000000005
2020-07-03,102900005115984,云南油麦菜,1011010101,花叶类,36.709,220.254,83,0,0.0,5.999999999999999
2020-07-03,102900005116226,青尖椒,1011010504,辣椒类,2.331,18.648,6,0,0.0,8.0
2020-07-03,102900005116233,红椒(1),1011010504,辣椒类,4.738,47.38,21,0,0.0,10.0
2020-07-03,102900005116257,紫茄子(2),1011010501,茄类,17.553,122.871,33,0,0.0,6.999999999999999
2020-07-03,102900005116509,青茄子(1),1011010501,茄类,18.343,73.372,24,0,0.0,4.0
2020-07-03,102900005116530,西峡香菇(1),1011010801,食用菌,15.29,302.742,69,0,0.0,19.8
2020-07-03,102900005116547,金针菇(1),1011010801,食用菌,14.633,102.431,36,0,0.0,7.0
2020-07-03,102900005116714,西兰花,1011010201,花菜类,26.46,370.44,64,0,0.0,14.0
2020-07-03,102900005116790,黄心菜(1),1011010101,花叶类,6.943,55.544,10,0,0.0,8.0
2020-07-03,102900005116912,姬菇(1),1011010801,食用菌,1.259,17.625999999999998,7,0,0.0,14.0
2020-07-03,102900005116943,红杭椒,1011010504,辣椒类,1.904,30.464,13,0,0.0,16.0
2020-07-03,102900005117056,泡泡椒(精品),1011010504,辣椒类,32.351,245.86759999999998,87,0,0.0,7.6
2020-07-03,102900005117209,七彩椒(1),1011010504,辣椒类,1.581,22.134,4,0,0.0,14.0
2020-07-03,102900005118824,高瓜(1),1011010402,水生根茎类,9.572000000000001,76.693,30,15,5.162,8.012223150856665
2020-07-03,102900005118831,娃娃菜,1011010101,花叶类,13.0,88.9,13,2,2.0,6.838461538461539
2020-07-03,102900005119944,海鲜菇(1),1011010801,食用菌,1.816,29.056,8,0,0.0,16.0
2020-07-03,102900005119975,红薯尖,1011010101,花叶类,13.734,77.784,41,6,2.31,5.663608562691132
2020-07-03,102900005123880,灯笼椒(1),1011010504,辣椒类,1.369,16.428,4,0,0.0,12.0
2020-07-03,102900005125808,小米椒,1011010504,辣椒类,3.935,101.52300000000001,42,0,0.0,25.8
2020-07-03,102900005125815,杏鲍菇(1),1011010801,食用菌,9.443999999999999,94.44,29,0,0.0,10.0
2020-07-03,102900011000328,螺丝椒,1011010504,辣椒类,9.099,90.99,25,0,0.0,10.0
2020-07-03,102900011001219,红灯笼椒(1),1011010504,辣椒类,2.239,31.346,7,0,0.0,14.0
2020-07-03,102900011006689,东门口小白菜,1011010101,花叶类,3.4779999999999998,34.78,6,0,0.0,10.000000000000002
2020-07-03,102900011006948,外地茼蒿,1011010101,花叶类,2.09,33.44,7,0,0.0,16.0
2020-07-03,102900011008522,甜白菜,1011010101,花叶类,13.562,108.496,21,0,0.0,8.0
2020-07-03,102900011009970,青梗散花,1011010201,花菜类,15.616,124.928,32,0,0.0,8.0
2020-07-03,102900051004294,青线椒,1011010504,辣椒类,4.7059999999999995,65.884,18,0,0.0,14.000000000000002
2020-07-03,102900051010455,黄白菜(2),1011010101,花叶类,9.991,89.919,19,0,0.0,9.0
2020-07-04,102900005115779,云南生菜,1011010101,花叶类,51.205,409.64,141,0,0.0,8.0
2020-07-04,102900005115786,竹叶菜,1011010101,花叶类,20.571,123.426,49,0,0.0,6.0
2020-07-04,102900005115793,小白菜,1011010101,花叶类,7.091,113.456,15,0,0.0,16.0
2020-07-04,102900005115823,上海青,1011010101,花叶类,28.186,281.86,64,0,0.0,10.0
2020-07-04,102900005115908,菜心,1011010101,花叶类,13.034,104.272,30,0,0.0,8.0
2020-07-04,102900005115946,木耳菜,1011010101,花叶类,4.099,28.692999999999998,11,0,0.0,6.999999999999999
2020-07-04,102900005115960,大白菜,1011010101,花叶类,9.638,34.6968,12,0,0.0,3.6000000000000005
2020-07-04,102900005115984,云南油麦菜,1011010101,花叶类,43.33,259.8328,105,1,0.368,5.996602815601201
2020-07-04,102900005116226,青尖椒,1011010504,辣椒类,3.948,31.584,11,0,0.0,8.0
2020-07-04,102900005116233,红椒(1),1011010504,辣椒类,4.948,49.480000000000004,26,0,0.0,10.0
2020-07-04,102900005116257,紫茄子(2),1011010501,茄类,33.045,231.315,65,0,0.0,7.0
2020-07-04,102900005116509,青茄子(1),1011010501,茄类,24.022,96.088,34,0,0.0,4.0
2020-07-04,102900005116530,西峡香菇(1),1011010801,食用菌,14.532,286.8576,77,3,0.438,19.739719240297273
2020-07-04,102900005116547,金针菇(1),1011010801,食用菌,16.702,116.914,39,0,0.0,6.999999999999999
2020-07-04,102900005116714,西兰花,1011010201,花菜类,42.815,599.41,97,0,0.0,14.0
2020-07-04,102900005116790,黄心菜(1),1011010101,花叶类,5.2509999999999994,42.007999999999996,9,0,0.0,8.0
2020-07-04,102900005116912,姬菇(1),1011010801,食用菌,1.596,22.344,5,0,0.0,14.0
2020-07-04,102900005116943,红杭椒,1011010504,辣椒类,1.703,27.248,11,0,0.0,16.0
2020-07-04,102900005117056,泡泡椒(精品),1011010504,辣椒类,45.815,348.19399999999996,121,0,0.0,7.6
2020-07-04,102900005117209,七彩椒(1),1011010504,辣椒类,0.6930000000000001,9.702000000000002,2,0,0.0,14.000000000000002
2020-07-04,102900005118824,高瓜(1),1011010402,水生根茎类,3.107,31.07,9,0,0.0,10.0
2020-07-04,102900005118831,娃娃菜,1011010101,花叶类,15.0,102.2,15,1,1.0,6.8133333333333335
2020-07-04,102900005119944,海鲜菇(1),1011010801,食用菌,1.3780000000000001,22.048000000000002,8,0,0.0,16.0
2020-07-04,102900005123880,灯笼椒(1),1011010504,辣椒类,0.618,7.4159999999999995,2,0,0.0,12.0
2020-07-04,102900005125808,小米椒,1011010504,辣椒类,3.4210000000000003,88.26180000000001,42,0,0.0,25.8
2020-07-04,102900005125815,杏鲍菇(1),1011010801,食用菌,13.054,130.54,42,0,0.0,10.0
2020-07-04,102900011000328,螺丝椒,1011010504,辣椒类,10.682,149.1928,34,1,0.444,13.966747800037446
2020-07-04,102900011001219,红灯笼椒(1),1011010504,辣椒类,0.9450000000000001,13.23,3,0,0.0,14.0
2020-07-04,102900011006689,东门口小白菜,1011010101,花叶类,4.908,49.08,14,0,0.0,9.999999999999998
2020-07-04,102900011008522,甜白菜,1011010101,花叶类,15.843,126.744,29,0,0.0,8.0
2020-07-04,102900011009970,青梗散花,1011010201,花菜类,12.847,102.776,29,0,0.0,8.0
2020-07-04,102900051000944,洪湖藕带,1011010402,水生根茎类,2.332,87.6832,7,0,0.0,37.6
2020-07-04,102900051004294,青线椒,1011010504,辣椒类,8.509,102.108,41,0,0.0,12.0
2020-07-04,102900051010455,黄白菜(2),1011010101,花叶类,18.431,165.4914,32,1,0.646,8.978970213227713
2020-07-05,102900005115762,苋菜,1011010101,花叶类,6.021,36.126,13,0,0.0,6.0
2020-07-05,102900005115779,云南生菜,1011010101,花叶类,34.249,273.9092,92,1,0.414,7.997582411165289
2020-07-05,102900005115786,竹叶菜,1011010101,花叶类,30.937,185.5384,69,1,0.418,5.9972977341047935
2020-07-05,102900005115823,上海青,1011010101,花叶类,12.038,120.2537,28,1,0.421,9.989508223957467
2020-07-05,102900005115908,菜心,1011010101,花叶类,10.791,86.328,24,0,0.0,8.0
2020-07-05,102900005115946,木耳菜,1011010101,花叶类,3.568,24.976,10,0,0.0,7.0
2020-07-05,102900005115960,大白菜,1011010101,花叶类,9.698,38.792,10,0,0.0,4.0
2020-07-05,102900005115984,云南油麦菜,1011010101,花叶类,12.594,75.56400000000001,28,0,0.0,6.000000000000001
2020-07-05,102900005116226,青尖椒,1011010504,辣椒类,3.535,28.28,10,0,0.0,8.0
2020-07-05,102900005116233,红椒(1),1011010504,辣椒类,7.412,74.12,37,0,0.0,10.0
2020-07-05,102900005116257,紫茄子(2),1011010501,茄类,26.966,188.6674,50,1,0.473,6.9964918786620185
2020-07-05,102900005116509,青茄子(1),1011010501,茄类,24.423000000000002,97.69200000000001,37,0,0.0,4.0
2020-07-05,102900005116530,西峡香菇(1),1011010801,食用菌,18.406,364.4388,83,0,0.0,19.8
2020-07-05,102900005116547,金针菇(1),1011010801,食用菌,18.991,132.937,44,0,0.0,7.000000000000001
2020-07-05,102900005116714,西兰花,1011010201,花菜类,42.365,593.11,82,0,0.0,14.0
2020-07-05,102900005116912,姬菇(1),1011010801,食用菌,1.772,24.808,11,0,0.0,14.0
2020-07-05,102900005116943,红杭椒,1011010504,辣椒类,2.56,40.96,21,0,0.0,16.0
2020-07-05,102900005117056,泡泡椒(精品),1011010504,辣椒类,53.874,409.44239999999996,144,0,0.0,7.599999999999999
2020-07-05,102900005117209,七彩椒(1),1011010504,辣椒类,1.395,19.53,5,0,0.0,14.0
2020-07-05,102900005118824,高瓜(1),1011010402,水生根茎类,4.019,40.19,12,0,0.0,10.0
2020-07-05,102900005118831,娃娃菜,1011010101,花叶类,13.0,88.3,13,3,3.0,6.792307692307692
2020-07-05,102900005119975,红薯尖,1011010101,花叶类,55.159,330.954,147,0,0.0,6.0
2020-07-05,102900005123880,灯笼椒(1),1011010504,辣椒类,0.626,7.5120000000000005,2,0,0.0,12.0
2020-07-05,102900005125808,小米椒,1011010504,辣椒类,3.6990000000000003,95.4342,43,0,0.0,25.8
2020-07-05,102900005125815,杏鲍菇(1),1011010801,食用菌,14.044,140.44,49,0,0.0,10.0
2020-07-05,102900011000328,螺丝椒,1011010504,辣椒类,15.638,218.746,45,1,0.465,13.988105895894616
2020-07-05,102900011001219,红灯笼椒(1),1011010504,辣椒类,1.282,20.512,4,0,0.0,16.0
2020-07-05,102900011001813,金针菇(袋)(1),1011010801,食用菌,20.0,70.0,20,0,0.0,3.5
2020-07-05,102900011006689,东门口小白菜,1011010101,花叶类,3.625,39.875,13,0,0.0,11.0
2020-07-05,102900011008522,甜白菜,1011010101,花叶类,17.408,139.264,30,0,0.0,8.0
2020-07-05,102900011009444,大龙茄子,1011010501,茄类,10.427,125.0037,24,1,0.401,11.988462645056105
2020-07-05,102900011009970,青梗散花,1011010201,花菜类,13.109,104.872,24,0,0.0,8.0
2020-07-05,102900051004294,青线椒,1011010504,辣椒类,8.475,101.7,41,0,0.0,12.0
2020-07-05,102900051010455,黄白菜(2),1011010101,花叶类,14.811,133.299,31,0,0.0,9.0
2020-07-06,102900005115762,苋菜,1011010101,花叶类,5.854,35.124,10,0,0.0,6.0
2020-07-06,102900005115779,云南生菜,1011010101,花叶类,36.532,292.256,99,0,0.0,8.0
2020-07-06,102900005115786,竹叶菜,1011010101,花叶类,14.131,84.786,27,0,0.0,6.0
2020-07-06,102900005115793,小白菜,1011010101,花叶类,6.496,103.936,16,0,0.0,16.0
2020-07-06,102900005115823,上海青,1011010101,花叶类,13.458,134.58,30,0,0.0,10.0
2020-07-06,102900005115908,菜心,1011010101,花叶类,10.162,81.296,25,0,0.0,8.0
2020-07-06,102900005115946,木耳菜,1011010101,花叶类,3.539,24.773,10,0,0.0,7.0
2020-07-06,102900005115960,大白菜,1011010101,花叶类,14.098,56.392,21,0,0.0,4.0
2020-07-06,102900005115984,云南油麦菜,1011010101,花叶类,11.053,66.318,31,0,0.0,5.999999999999999
2020-07-06,102900005116226,青尖椒,1011010504,辣椒类,3.896,31.168,12,0,0.0,8.0
2020-07-06,102900005116233,红椒(1),1011010504,辣椒类,4.308,43.08,19,0,0.0,10.0
2020-07-06,102900005116257,紫茄子(2),1011010501,茄类,8.96,71.68,19,0,0.0,8.0
2020-07-06,102900005116509,青茄子(1),1011010501,茄类,16.434,65.736,26,0,0.0,4.0
2020-07-06,102900005116530,西峡香菇(1),1011010801,食用菌,13.35,264.33000000000004,64,0,0.0,19.800000000000004
2020-07-06,102900005116547,金针菇(1),1011010801,食用菌,11.911,83.377,28,0,0.0,7.0
2020-07-06,102900005116714,西兰花,1011010201,花菜类,24.434,341.7208,52,1,0.444,13.985462879594008
2020-07-06,102900005116912,姬菇(1),1011010801,食用菌,1.103,15.442000000000002,5,0,0.0,14.000000000000002
2020-07-06,102900005116943,红杭椒,1011010504,辣椒类,2.0140000000000002,32.224000000000004,14,0,0.0,16.0
2020-07-06,102900005117056,泡泡椒(精品),1011010504,辣椒类,26.296,199.84959999999998,75,0,0.0,7.6
2020-07-06,102900005117209,七彩椒(1),1011010504,辣椒类,1.2730000000000001,17.822,4,0,0.0,13.999999999999998
2020-07-06,102900005118824,高瓜(1),1011010402,水生根茎类,3.089,30.7757,11,1,0.381,9.962997733894465
2020-07-06,102900005118831,娃娃菜,1011010101,花叶类,10.0,68.7,10,1,1.0,6.87
2020-07-06,102900005119944,海鲜菇(1),1011010801,食用菌,1.202,20.434,6,0,0.0,17.0
2020-07-06,102900005119975,红薯尖,1011010101,花叶类,15.903,95.418,39,0,0.0,6.0
2020-07-06,102900005123880,灯笼椒(1),1011010504,辣椒类,1.127,13.524,3,0,0.0,12.0
2020-07-06,102900005125808,小米椒,1011010504,辣椒类,3.064,79.05120000000001,38,0,0.0,25.8
2020-07-06,102900005125815,杏鲍菇(1),1011010801,食用菌,9.012,90.12,30,0,0.0,10.0
2020-07-06,102900011000328,螺丝椒,1011010504,辣椒类,10.36,145.04,32,0,0.0,14.0
2020-07-06,102900011001219,红灯笼椒(1),1011010504,辣椒类,1.234,22.212,3,0,0.0,18.0
2020-07-06,102900011001813,金针菇(袋)(1),1011010801,食用菌,4.0,13.9,4,1,1.0,3.475
2020-07-06,102900011006948,外地茼蒿,1011010101,花叶类,5.682,90.8068,15,1,0.263,15.98148539246744
2020-07-06,102900011008522,甜白菜,1011010101,花叶类,40.201,299.532,68,13,11.038,7.450859431357428
2020-07-06,102900011009444,大龙茄子,1011010501,茄类,5.333,63.995999999999995,12,0,0.0,11.999999999999998
2020-07-06,102900011009970,青梗散花,1011010201,花菜类,18.287,164.583,34,0,0.0,9.0
2020-07-06,102900051004294,青线椒,1011010504,辣椒类,5.11,61.32,23,0,0.0,12.0
2020-07-06,102900051010455,黄白菜(2),1011010101,花叶类,8.631,77.679,18,0,0.0,9.0
2020-07-07,102900005115762,苋菜,1011010101,花叶类,8.062,48.372,15,0,0.0,6.0
2020-07-07,102900005115779,云南生菜,1011010101,花叶类,30.058,300.58,79,0,0.0,10.0
2020-07-07,102900005115786,竹叶菜,1011010101,花叶类,11.756,70.536,29,0,0.0,6.0
2020-07-07,102900005115793,小白菜,1011010101,花叶类,6.929,110.864,14,0,0.0,16.0
2020-07-07,102900005115823,上海青,1011010101,花叶类,9.861,98.61,26,0,0.0,10.0
2020-07-07,102900005115908,菜心,1011010101,花叶类,11.478,91.824,26,0,0.0,8.0
2020-07-07,102900005115946,木耳菜,1011010101,花叶类,5.059,35.413,13,0,0.0,6.999999999999999
2020-07-07,102900005115960,大白菜,1011010101,花叶类,14.828,58.935,24,1,0.754,3.9745751281359594
2020-07-07,102900005115984,云南油麦菜,1011010101,花叶类,28.214,169.284,68,0,0.0,6.0
2020-07-07,102900005116226,青尖椒,1011010504,辣椒类,3.784,30.272,10,0,0.0,8.0
2020-07-07,102900005116233,红椒(1),1011010504,辣椒类,4.158,41.58,19,0,0.0,9.999999999999998
2020-07-07,102900005116257,紫茄子(2),1011010501,茄类,14.6,116.8,29,0,0.0,8.0
2020-07-07,102900005116509,青茄子(1),1011010501,茄类,17.512,70.048,27,0,0.0,4.0
2020-07-07,102900005116530,西峡香菇(1),1011010801,食用菌,14.533,287.7534,77,0,0.0,19.8
2020-07-07,102900005116547,金针菇(1),1011010801,食用菌,16.797,127.6572,38,0,0.0,7.6
2020-07-07,102900005116714,西兰花,1011010201,花菜类,23.05,322.7,48,0,0.0,13.999999999999998
2020-07-07,102900005116837,平菇,1011010801,食用菌,0.424,5.512,1,0,0.0,13.0
2020-07-07,102900005116912,姬菇(1),1011010801,食用菌,1.137,15.918000000000001,6,0,0.0,14.0
2020-07-07,102900005116943,红杭椒,1011010504,辣椒类,2.3529999999999998,37.647999999999996,16,0,0.0,16.0
2020-07-07,102900005117056,泡泡椒(精品),1011010504,辣椒类,8.51,68.08,26,0,0.0,8.0
2020-07-07,102900005117209,七彩椒(1),1011010504,辣椒类,1.323,18.522000000000002,5,0,0.0,14.000000000000002
2020-07-07,102900005118824,高瓜(1),1011010402,水生根茎类,3.117,31.17,11,0,0.0,10.0
2020-07-07,102900005118831,娃娃菜,1011010101,花叶类,13.0,84.9,13,5,5.0,6.5307692307692315
2020-07-07,102900005119944,海鲜菇(1),1011010801,食用菌,2.2159999999999997,37.672,6,0,0.0,17.0
2020-07-07,102900005119975,红薯尖,1011010101,花叶类,14.121,65.88,31,18,9.423,4.665391969407265
2020-07-07,102900005123880,灯笼椒(1),1011010504,辣椒类,1.787,21.444,5,0,0.0,12.0
2020-07-07,102900005125808,小米椒,1011010504,辣椒类,2.738,70.6404,39,0,0.0,25.8
2020-07-07,102900005125815,杏鲍菇(1),1011010801,食用菌,13.453,134.2213,43,1,0.441,9.977053445328181
2020-07-07,102900011000328,螺丝椒,1011010504,辣椒类,11.96,167.44,44,0,0.0,13.999999999999998
2020-07-07,102900011001219,红灯笼椒(1),1011010504,辣椒类,1.374,24.732,4,0,0.0,17.999999999999996
2020-07-07,102900011001813,金针菇(袋)(1),1011010801,食用菌,4.0,13.6,4,1,1.0,3.4
2020-07-07,102900011006689,东门口小白菜,1011010101,花叶类,1.266,13.926,1,0,0.0,11.0
2020-07-07,102900011006948,外地茼蒿,1011010101,花叶类,3.416,54.656,9,0,0.0,16.0
2020-07-07,102900011008522,甜白菜,1011010101,花叶类,8.107,64.856,12,0,0.0,8.0
2020-07-07,102900011009970,青梗散花,1011010201,花菜类,22.699,204.291,49,0,0.0,9.0
2020-07-07,102900051004294,青线椒,1011010504,辣椒类,4.226,50.712,23,0,0.0,12.0
2020-07-07,102900051010455,黄白菜(2),1011010101,花叶类,8.897,80.07300000000001,19,0,0.0,9.0
2020-07-08,102900005115762,苋菜,1011010101,花叶类,9.079,54.474000000000004,16,0,0.0,6.0
2020-07-08,102900005115779,云南生菜,1011010101,花叶类,21.339,213.39,57,0,0.0,10.0
2020-07-08,102900005115786,竹叶菜,1011010101,花叶类,7.9270000000000005,47.562,14,0,0.0,5.999999999999999
2020-07-08,102900005115793,小白菜,1011010101,花叶类,5.33,85.28,13,0,0.0,16.0
2020-07-08,102900005115816,南瓜尖,1011010101,花叶类,4.875,39.0,15,0,0.0,8.0
2020-07-08,102900005115823,上海青,1011010101,花叶类,12.568999999999999,125.69,30,0,0.0,10.0
2020-07-08,102900005115908,菜心,1011010101,花叶类,8.835,70.68,22,0,0.0,8.0
2020-07-08,102900005115946,木耳菜,1011010101,花叶类,4.429,31.003,10,0,0.0,7.0
2020-07-08,102900005115960,大白菜,1011010101,花叶类,6.8100000000000005,27.240000000000002,9,0,0.0,4.0
2020-07-08,102900005115984,云南油麦菜,1011010101,花叶类,9.732,58.392,26,0,0.0,6.000000000000001
2020-07-08,102900005116226,青尖椒,1011010504,辣椒类,5.554,44.432,16,0,0.0,8.0
2020-07-08,102900005116233,红椒(1),1011010504,辣椒类,4.67,46.7,23,0,0.0,10.0
2020-07-08,102900005116257,紫茄子(2),1011010501,茄类,18.588,147.9552,33,1,0.576,7.959715945771465
2020-07-08,102900005116509,青茄子(1),1011010501,茄类,21.082,84.328,31,0,0.0,4.0
