单品编码,单品名称,分类编码,分类名称,销售天数,总销量,总销售额,有销量日均销量(千克),单日最大销量,日销量标准差,日销量变异系数
102900051010455,黄白菜(2),1011010101,花叶类,904,7993.683,53517.3082,8.842569690265487,187.729,10.473608822723858,1.1844530707237662
102900005115823,上海青,1011010101,花叶类,919,7608.386,56900.9328,8.278983677910773,43.597,6.89038453214497,0.8322742017875049
102900005115786,竹叶菜,1011010101,花叶类,667,7246.958,38957.0876,10.865004497751125,61.519,8.40144754660517,0.7732576225204627
102900011034231,奶白菜(份),1011010101,花叶类,244,6935.0,22509.2,28.422131147540984,153.0,16.52800597312786,0.5815188835534533
102900011033906,保康高山大白菜,1011010101,花叶类,200,6501.052,16046.8708,32.50526,138.485,23.157365605815507,0.7124190240538149
102900011030110,菠菜(份),1011010101,花叶类,386,6348.0,25378.5,16.44559585492228,102.0,11.304217982217489,0.6873705326301119
102900011008164,奶白菜,1011010101,花叶类,762,5818.966,27825.3598,7.636438320209974,36.049,4.842176360363531,0.6340883219797143
102900005118817,菠菜,1011010101,花叶类,730,5218.388,52374.2748,7.148476712328767,50.28,5.692116032981712,0.7962697875429442
102900005119975,红薯尖,1011010101,花叶类,567,5161.229,30280.1259,9.102696649029983,55.159,7.907518465509515,0.8687006466761878
102900005115762,苋菜,1011010101,花叶类,635,5102.658,25530.1776,8.03568188976378,35.954,5.286074256360447,0.657825226144665
102900005122654,枝江红菜苔,1011010101,花叶类,384,4962.956,30851.2315,12.924364583333334,89.525,13.918221806811339,1.0768979563420578
102900011008522,甜白菜,1011010101,花叶类,340,4689.466,35653.002,13.79254705882353,71.582,11.18260067458981,0.8107712539893743
102900005115908,菜心,1011010101,花叶类,711,4498.148,32794.0117,6.326509142053446,52.276,5.905560230510221,0.9334626881758374
102900005115878,茼蒿,1011010101,花叶类,514,4113.244,26892.0628,8.002420233463035,43.262,5.278615592330779,0.659627392505288
102900011034224,小青菜(份),1011010101,花叶类,179,4059.0,12225.8,22.675977653631286,70.0,13.830678873860728,0.6099264642574699
102900005115861,牛首油菜,1011010101,花叶类,285,3840.204,15187.6865,13.474400000000001,65.999,9.684970759588516,0.7187682390005132
102900011023464,小青菜(1),1011010101,花叶类,492,3270.155,18793.6748,6.646656504065041,24.301000000000002,3.5030335648862,0.5270369489898827
102900011030141,上海青(份),1011010101,花叶类,287,3071.0,9090.9,10.70034843205575,118.0,10.213495453989301,0.9545012032871799
102900005116790,黄心菜(1),1011010101,花叶类,447,2918.477,17981.6991,6.529031319910514,68.96,7.294148102528338,1.117186875836324
102900011030134,菜心(份),1011010101,花叶类,275,2053.0,6609.8,7.465454545454546,72.0,6.162762503309405,0.8255039885095403
102900011033920,黄心菜(2),1011010101,花叶类,223,1883.243,13238.9898,8.445035874439462,46.499,6.792595162657076,0.8043299357929529
102900005115793,小白菜,1011010101,花叶类,478,1709.163,26949.0835,3.575654811715481,11.493,2.491590612854114,0.6968207906117009
102900005115946,木耳菜,1011010101,花叶类,421,1567.465,11105.7276,3.7231947743467932,16.849,2.2740065324426126,0.6107675451498693
102900011006689,东门口小白菜,1011010101,花叶类,435,1543.882,8014.4382000000005,3.549154022988506,15.1,2.5741475886241427,0.7252848346256398
102900011022849,本地黄心油菜,1011010101,花叶类,115,1375.887,4139.8978,11.964234782608695,35.351,7.3551411573397845,0.614760683903602
102900011032787,竹叶菜(份),1011010101,花叶类,77,1077.0,2277.4,13.987012987012987,59.0,14.11279142302575,1.0089925158523516
102900005115885,蔡甸藜蒿,1011010101,花叶类,303,941.188,13268.1641,3.10623102310231,18.8,2.656221204177929,0.8551267386174841
102900005115168,牛首生菜,1011010101,花叶类,102,899.837,3506.0886,8.82193137254902,27.251,5.0023780330301575,0.5670388741172857
102900011006948,外地茼蒿,1011010101,花叶类,269,732.615,11699.693000000001,2.7234758364312266,11.003,1.8972673741865564,0.6966345538327549
102900011033234,红薯尖(份),1011010101,花叶类,58,727.0,1421.7,12.53448275862069,35.0,9.27969962694721,0.7403336703754307
102900005115748,白菜苔,1011010101,花叶类,92,718.676,2877.1296,7.811695652173913,23.17,5.749158387980867,0.7359680463717165
102900011000571,随州泡泡青,1011010101,花叶类,142,675.221,2840.2674,4.755077464788733,28.465,4.290733869141807,0.9023478378458853
102900005118572,本地上海青,1011010101,花叶类,61,596.697,1487.5732,9.781918032786885,27.89,5.66208279786123,0.5788315521437766
102900011030103,茼蒿(份),1011010101,花叶类,83,587.0,1360.0,7.072289156626506,14.0,2.6447515099750185,0.3739597535399089
102900011030905,鱼腥草(份),1011010101,花叶类,130,470.0,2190.2000000000003,3.6153846153846154,22.0,3.2166828100601834,0.889720777250689
102900011034200,苋菜(份),1011010101,花叶类,56,426.0,1171.2,7.607142857142857,25.0,6.0352858527724536,0.793370910223609
102900005115854,萝卜叶,1011010101,花叶类,164,415.325,2103.8182,2.5324695121951217,11.585,2.011397464401551,0.7942435060780219
102900011034217,小白菜(份),1011010101,花叶类,47,342.0,2809.5,7.276595744680851,15.0,3.751533759732981,0.5155616570393279
102900005115199,四川红香椿,1011010101,花叶类,151,333.485,10556.5685,2.2085099337748346,12.849,2.198395714659669,0.9954203424849992
102900011030042,枝江红菜苔(份),1011010101,花叶类,52,313.0,681.6,6.019230769230769,20.0,3.304722613706708,0.5490273990822646
102900011030158,小青菜(2),1011010101,花叶类,46,296.0,454.6,6.434782608695652,15.0,2.630185239890009,0.40874500349642034
102900011034354,鲜粽叶(袋)(1),1011010101,花叶类,7,200.0,1180.0,28.571428571428573,160.0,58.131624046518034,2.034606841628131
102900011035764,龙牙菜,1011010101,花叶类,63,186.831,1578.3292000000001,2.9655714285714283,10.321,2.34515748638438,0.7907944700944487
102900011035771,黄白菜(1),1011010101,花叶类,70,156.054,1173.7318,2.229342857142857,12.256,2.365541399474843,1.0610935827549375
106972776821582,鲜粽叶(袋)(3),1011010101,花叶类,31,128.0,867.0,4.129032258064516,41.0,7.693035532150149,1.8631570429426143
102900011035481,外地茼蒿(份),1011010101,花叶类,22,127.0,952.4000000000001,5.7727272727272725,15.0,3.5177349067914245,0.6093714011764673
102900005115625,本地小毛白菜,1011010101,花叶类,47,121.02,554.5,2.5748936170212766,12.853,2.523682172110414,0.980111238548913
102900005116806,黑油菜,1011010101,花叶类,27,101.125,435.9168,3.7453703703703702,29.631,5.571017709457431,1.4874410695213907
102900005116639,马齿苋,1011010101,花叶类,93,94.56700000000001,870.3634,1.0168494623655915,4.011,0.7358523148472199,0.7236590489366422
102900011000175,快菜,1011010101,花叶类,10,91.272,753.452,9.1272,10.315,1.2417568915765183,0.13605014589102005
102900005115977,豌豆尖,1011010101,花叶类,39,85.048,1134.0808,2.1807179487179487,7.924,2.0298329066403205,0.9308094647607528
102900011033241,蔡甸藜蒿(份),1011010101,花叶类,16,65.0,232.9,4.0625,11.0,2.434988021873345,0.5993816669226696
102900011008485,芥菜,1011010101,花叶类,14,51.735,370.363,3.695357142857143,10.388,2.8632387419505543,0.7748205738341115
102900011002414,田七,1011010101,花叶类,96,45.252,609.8486,0.47137500000000004,1.239,0.2822156790004485,0.5987073540184534
102900011032282,襄甜红菜苔(袋),1011010101,花叶类,7,41.0,152.7,5.857142857142857,26.0,8.970852271450605,1.5316089243940059
102900051009220,油菜苔,1011010101,花叶类,18,40.726,380.879,2.2625555555555557,4.872,1.4550349590391785,0.6430935830355353
102900011032176,紫苏(份),1011010101,花叶类,33,40.0,148.9,1.2121212121212122,3.0,0.4846116845975598,0.39980463979298686
102900011022924,青菜苔,1011010101,花叶类,3,30.275,90.82499999999999,10.091666666666667,12.957,3.216801257978698,0.3187581758525547
102900011007464,紫苏,1011010101,花叶类,84,30.172,583.9350000000001,0.35919047619047617,1.48,0.2954860596956636,0.8226444721740602
102900011031216,冰草(盒),1011010101,花叶类,23,29.0,255.4,1.2608695652173914,2.0,0.4489777585448796,0.3560858085011114
102900011032589,鱼腥草,1011010101,花叶类,31,28.601,332.9484,0.9226129032258065,2.684,0.6576339750661383,0.7127951199975625
102900051010790,紫贝菜,1011010101,花叶类,53,27.022,446.0582,0.5098490566037736,1.482,0.32489781803292317,0.6372431483881625
102900011036686,木耳菜(份),1011010101,花叶类,25,27.0,96.9,1.08,2.0,0.2768874620972692,0.2563772797196937
102900011021644,洪山菜苔,1011010101,花叶类,11,25.0,99.0,2.272727272727273,10.0,2.76010539983201,1.2144463759260842
102900011033081,春菜,1011010101,花叶类,22,24.996,183.71099999999998,1.1361818181818182,4.021,0.8666721045450446,0.7627934989594728
102900005115816,南瓜尖,1011010101,花叶类,4,18.428,151.592,4.607,6.23,1.7767860497726413,0.3856709463365837
102900011027462,奶白菜苗,1011010101,花叶类,4,16.829,168.29000000000002,4.20725,5.0809999999999995,1.2741500107915078,0.3028462798244715
102900011035849,大白菜秧,1011010101,花叶类,4,16.538,116.56400000000001,4.1345,7.199,2.7495620863451453,0.6650289240162403
102900011006955,冰草,1011010101,花叶类,17,16.337,229.8204,0.961,4.055,0.9715094569791897,1.0109359593956189
102900011008676,荠菜,1011010101,花叶类,14,15.887,92.08840000000001,1.1347857142857143,2.588,0.731689528375298,0.644782110987233
102900011008133,丝瓜尖,1011010101,花叶类,19,14.227,286.49060000000003,0.7487894736842106,3.013,0.6403831820738587,0.8552246052859573
102900011008515,面条菜,1011010101,花叶类,33,12.936,117.8972,0.392,1.203,0.3020300067874052,0.7704847111923602
102900011026618,艾蒿,1011010101,花叶类,4,10.512,43.32,2.628,4.874,1.8057072483286614,0.6871032147369335
102900011034316,芝麻苋菜,1011010101,花叶类,1,9.381,56.286,9.381,9.381,,
102900011033173,槐花,1011010101,花叶类,20,9.3,174.07080000000002,0.465,1.375,0.39857100008061697,0.8571419356572407
102900011027615,菊花油菜,1011010101,花叶类,5,8.472,84.72,1.6944,4.883,1.7866066438922699,1.0544184631092244
106971563780002,鲜粽叶(袋)(2),1011010101,花叶类,4,8.0,39.2,2.0,4.0,1.4142135623730951,0.7071067811865476
102900011007471,薄荷叶,1011010101,花叶类,31,7.568,133.50480000000002,0.2441290322580645,0.746,0.170089533664966,0.6967198128453945
102900011008492,大芥兰,1011010101,花叶类,2,7.48,27.424,3.74,4.947,1.706955769784326,0.4564052860385898
102900011026502,鲜粽子叶,1011010101,花叶类,8,6.32,122.0292,0.79,1.455,0.4194404435844089,0.5309372703600113
102900011034323,鲜粽叶,1011010101,花叶类,9,6.009,114.27420000000001,0.6676666666666667,1.395,0.3424222539497105,0.5128640847973697
102900011007495,蒲公英,1011010101,花叶类,18,4.232,123.91550000000001,0.23511111111111113,0.9359999999999999,0.2320222831309119,0.9868622628441431
102900011015384,马兰头,1011010101,花叶类,14,3.39,161.2658,0.24214285714285716,0.649,0.1510607911979897,0.6238498751539397
102900011030400,洪山菜薹珍品手提袋,1011010101,花叶类,1,3.0,44.5,3.0,3.0,,
102900011030417,洪山菜薹莲藕拼装礼盒,1011010101,花叶类,3,3.0,48.8,1.0,1.0,0.0,0.0
102900011029688,双沟白菜,1011010101,花叶类,2,2.8859999999999997,17.316,1.4429999999999998,2.1639999999999997,1.0196479784710013,0.7066167556971596
102900011032480,白蒿,1011010101,花叶类,14,2.224,54.7254,0.15885714285714286,0.307,0.06449550627501367,0.40599689201897093
102900005128748,黄花菜,1011010101,花叶类,6,1.784,127.60759999999999,0.29733333333333334,0.67,0.23002231775779208,0.773617660620377
102900011033586,绿牛油,1011010101,花叶类,1,1.153,22.8294,1.153,1.153,,
102900011015391,甘蓝叶,1011010101,花叶类,1,0.9430000000000001,11.315999999999999,0.9430000000000001,0.9430000000000001,,
102900011033531,红珊瑚(粗叶),1011010101,花叶类,1,0.682,13.5036,0.682,0.682,,
102900051000890,芥兰,1011010101,花叶类,1,0.671,6.710000000000001,0.671,0.671,,
102900011033562,红橡叶,1011010101,花叶类,1,0.419,8.2962,0.419,0.419,,
102900005116714,西兰花,1011010201,花菜类,1076,27555.945,270060.5556,25.60961431226766,152.132,15.778655932411732,0.6161223570186043
102900011009970,青梗散花,1011010201,花菜类,444,8394.375,58277.9158,18.90625,88.508,11.95183140865367,0.6321629835982107
102900011034026,枝江青梗散花,1011010201,花菜类,337,5825.591,47453.0959,17.286620178041545,47.649,10.22840169073216,0.591694708704531
102900011000632,紫白菜(1),1011010201,花菜类,15,13.251,180.2526,0.8834,1.578,0.5088410922310197,0.5760030475786956
102900011033913,紫白菜(2),1011010201,花菜类,2,0.615,9.024,0.3075,0.408,0.14212846301849602,0.4622063837999871
102900005116257,紫茄子(2),1011010501,茄类,1022,13608.976,117797.5297,13.31602348336595,109.43,9.06815817393039,0.680995958384882
102900005116509,青茄子(1),1011010501,茄类,845,3519.011,23370.1911,4.164510059171597,34.252,4.2508361886019115,1.0207290000993505
102900011022764,长线茄,1011010501,茄类,454,2497.527,26313.113400000002,5.501160792951542,50.208,4.511460217265509,0.8200924108682472
102900011009444,大龙茄子,1011010501,茄类,197,1167.218,10233.7446,5.9249644670050765,34.276,4.987004423105909,0.8416935579744864
102900051000463,圆茄子(2),1011010501,茄类,501,1047.689,7804.0886,2.0911956087824355,18.819,2.2098367500022875,1.0567336411388741
102900011033982,紫茄子(1),1011010501,茄类,44,297.158,3237.7046,6.753590909090909,51.508,8.141376040249748,1.2054884801048227
102900011033975,青茄子(2),1011010501,茄类,52,190.522,1201.1688000000001,3.663884615384615,23.06,4.134176593237449,1.128358839652887
102900011016909,花茄子,1011010501,茄类,81,101.379,1149.0114,1.2515925925925926,7.138,1.3024060117507308,1.0405990091814794
102900011000335,紫圆茄,1011010501,茄类,8,7.658,94.53,0.95725,2.525,0.738441360472951,0.7714195460673292
102900011033999,圆茄子(1),1011010501,茄类,3,4.981000000000001,25.9012,1.6603333333333337,4.283,2.2713754276502454,1.3680237468280938
102900011016701,芜湖青椒(1),1011010504,辣椒类,858,28181.741,205219.9385,32.845851981351984,249.974,23.135408255646315,0.7043631649068287
102900011031100,小米椒(份),1011010504,辣椒类,488,10847.0,55062.0,22.227459016393443,210.0,14.980188974196189,0.6739496837289334
102900005117056,泡泡椒(精品),1011010504,辣椒类,228,9707.027,95610.6849,42.5746798245614,144.05,20.036802825104168,0.4706272110012417
102900011032251,螺丝椒(份),1011010504,辣椒类,382,8240.0,40750.4,21.57068062827225,79.0,15.737311401227457,0.7295695334064185
102900011000328,螺丝椒,1011010504,辣椒类,858,7794.899,82031.9321,9.08496386946387,64.215,7.388248237315531,0.8132391436523713
102900011032022,小皱皮(份),1011010504,辣椒类,441,5178.0,17585.0,11.741496598639456,56.0,8.44830948827323,0.7195257791287165
102900005116233,红椒(1),1011010504,辣椒类,755,3459.754,57313.6197,4.582455629139073,113.844,9.53000657947616,2.0796724181847903
102900011032237,青线椒(份),1011010504,辣椒类,280,2307.0,9473.8,8.239285714285714,37.0,6.29358433557877,0.7638507212666041
102900051004294,青线椒,1011010504,辣椒类,747,2220.351,30879.5174,2.9723574297188757,29.197,2.3683179157555734,0.7967809968196079
102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,366,1868.0,7547.8,5.103825136612022,25.0,3.617330675878843,0.7087489439891095
102900005125808,小米椒,1011010504,辣椒类,585,1447.586,40934.015699999996,2.474505982905983,30.453,2.2828652134070473,0.9225539276030044
102900011034439,青红杭椒组合装(份),1011010504,辣椒类,228,1258.0,4834.6,5.517543859649122,24.0,3.8763542891691896,0.7025506978780408
102900005116226,青尖椒,1011010504,辣椒类,617,1187.429,13371.940700000001,1.924520259319287,12.215,1.426502433069492,0.7412249500423828
102900011032244,红尖椒(份),1011010504,辣椒类,246,953.0,5585.1,3.8739837398373984,16.0,2.661205416558873,0.6869428462470962
102900011031582,青尖椒(份),1011010504,辣椒类,193,932.0,3243.5,4.829015544041451,22.0,3.184727154189528,0.659498219698046
102900011035078,红椒(2),1011010504,辣椒类,288,769.634,12944.367,2.672340277777778,12.32,1.772224616933988,0.6631732611565868
102900011032213,红杭椒(份),1011010504,辣椒类,192,708.0,3404.1000000000004,3.6875,15.0,2.764064463072622,0.7495768035451178
102900005116943,红杭椒,1011010504,辣椒类,588,659.1610000000001,15126.9585,1.1210221088435375,18.426,1.2738269432234837,1.1363084930925955
102900011022030,组合椒系列,1011010504,辣椒类,176,643.0,9432.7,3.653409090909091,31.0,3.3669468615989717,0.9215904317906983
102900011032206,青杭椒(份),1011010504,辣椒类,110,457.0,1423.1,4.154545454545454,13.0,3.139527118124298,0.7556848643187589
102900005116219,红尖椒,1011010504,辣椒类,314,439.567,6426.7,1.3998949044585987,7.756,1.1599183946340255,0.8285753387198858
102900011032343,七彩椒(2),1011010504,辣椒类,258,370.209,8984.947400000001,1.4349186046511628,5.841,1.054564622006234,0.7349299246577159
102900011032220,水果辣椒(份),1011010504,辣椒类,85,283.0,2190.0,3.3294117647058825,9.0,2.2005856108800503,0.6609532753526652
102900011001219,红灯笼椒(1),1011010504,辣椒类,272,278.612,4921.8121,1.0243088235294118,7.187,0.8911534257698512,0.8700046365892335
102900005117209,七彩椒(1),1011010504,辣椒类,284,263.192,5557.9864,0.9267323943661973,16.094,1.4079955273955875,1.519311870346921
102900011032367,红灯笼椒(2),1011010504,辣椒类,182,214.81,3987.5684,1.1802747252747252,9.534,1.2072324778603136,1.022840235420032
102900005123880,灯笼椒(1),1011010504,辣椒类,217,212.043,2675.0713,0.9771566820276498,5.758,0.8761136634381489,0.8965948650324618
102900011027479,小皱皮,1011010504,辣椒类,81,163.64000000000001,1921.8562,2.020246913580247,7.579,1.7402916388558571,0.8614252184510169
102900005119968,青杭椒(2),1011010504,辣椒类,90,128.5,1142.42,1.4277777777777778,5.8149999999999995,1.1053391647650712,0.7741675083957698
102900011029176,辣妹子,1011010504,辣椒类,73,120.249,1395.938,1.6472465753424657,7.4,1.2430640434563065,0.7546314328793619
102900011034262,红椒(份),1011010504,辣椒类,27,93.0,317.9,3.4444444444444446,10.0,3.029766852331575,0.8796097313220701
102900011032350,灯笼椒(2),1011010504,辣椒类,101,76.596,1228.795,0.7583762376237624,3.4530000000000003,0.5423718070011595,0.7151751071481162
102900011036242,青红尖椒组合装(份),1011010504,辣椒类,24,45.0,249.3,1.875,6.0,1.3929168644626093,0.7428889943800583
102900011028407,余干椒,1011010504,辣椒类,20,33.907000000000004,429.548,1.6953500000000001,4.609,1.3262687778322433,0.7822979195046705
102900011029305,水果辣椒,1011010504,辣椒类,30,28.571,629.4794,0.9523666666666667,1.818,0.5040088589350961,0.5292172401404529
102900011000861,红线椒,1011010504,辣椒类,32,27.805,383.75300000000004,0.86890625,2.746,0.6411527098742017,0.7378847946762976
102900011031735,七彩椒(份),1011010504,辣椒类,10,18.0,91.0,1.8,4.0,0.9189365834726815,0.5105203241514897
102900011031759,红灯笼椒(份),1011010504,辣椒类,8,13.0,47.3,1.625,3.0,0.7440238091428449,0.4578608056263661
102900011029299,紫螺丝椒,1011010504,辣椒类,10,6.843,119.5854,0.6843,1.965,0.566337561294793,0.8276159013514437
102900011031742,灯笼椒(份),1011010504,辣椒类,4,6.0,16.5,1.5,3.0,1.0,0.6666666666666666
102900005116905,青杭椒(1),1011010504,辣椒类,5,1.817,33.1168,0.3634,0.496,0.09637842082126058,0.26521304573819643
102900011029275,紫尖椒,1011010504,辣椒类,2,1.754,28.064,0.877,1.435,0.7891311678041871,0.899807488944341
102900011009772,水果辣椒(橙色),1011010504,辣椒类,1,0.415,10.706999999999999,0.415,0.415,,
106949711300259,金针菇(盒),1011010801,食用菌,429,15602.0,58669.5,36.36829836829837,281.0,33.1182322960547,0.9106346401107208
102900005116530,西峡香菇(1),1011010801,食用菌,821,11929.1,211356.7198,14.529963459196102,79.166,11.234167741754739,0.7731724703440025
102900005116547,金针菇(1),1011010801,食用菌,448,4699.9,37337.313500000004,10.490848214285714,71.46300000000001,7.152599386959426,0.6817941925057602
102900011034330,双孢菇(盒),1011010801,食用菌,293,4233.0,22628.5,14.447098976109215,57.0,6.9765826588907105,0.48290543800023106
106949711300167,金针菇(袋)(2),1011010801,食用菌,215,3181.0,9989.0,14.795348837209302,77.0,11.396629143553278,0.7702845853077507
102900011013274,白玉菇(袋),1011010801,食用菌,698,2927.0,20492.9,4.193409742120344,48.0,3.8914410893043465,0.9279897097145315
102900005115250,西峡花菇(1),1011010801,食用菌,297,2813.715,60182.6645,9.47378787878788,125.417,11.287716916540774,1.1914681921277064
106949711300068,金针菇(袋)(3),1011010801,食用菌,258,2549.0,8434.9,9.87984496124031,88.0,10.335100404203851,1.0460792092132576
102900005116837,平菇,1011010801,食用菌,362,2543.49,19645.3792,7.026215469613259,45.035,4.908172118362594,0.6985513239081966
102900005125815,杏鲍菇(1),1011010801,食用菌,452,2405.2980000000002,24374.9566,5.3214557522123895,42.436,3.961500168855006,0.7444391823060854
102900011001813,金针菇(袋)(1),1011010801,食用菌,123,2150.0,6272.5,17.479674796747968,279.0,31.494300705723827,1.8017669706065258
106958851400125,海鲜菇(袋)(4),1011010801,食用菌,314,2150.0,7987.599999999999,6.8471337579617835,45.0,5.612816922289372,0.8197323319064478
106971533455008,海鲜菇(袋)(3),1011010801,食用菌,240,1776.0,6440.0,7.4,30.0,5.42256250313617,0.7327787166400229
102900011012994,杏鲍菇(袋),1011010801,食用菌,327,1343.0,7085.200000000001,4.107033639143731,111.0,7.625685893445304,1.8567381140406658
102900011033944,杏鲍菇(2),1011010801,食用菌,293,1304.983,15394.9638,4.453866894197952,17.368,2.594692947632946,0.5825708332265273
102900011030912,海鲜菇(份),1011010801,食用菌,162,1303.0,8203.8,8.04320987654321,37.0,5.3769103384728645,0.668503050523871
106971533450003,海鲜菇(包),1011010801,食用菌,119,1303.0,4177.8,10.949579831932773,25.0,6.0293754623535,0.5506490253415707
102900011011546,海鲜菇(袋)(1),1011010801,食用菌,172,1266.0,5262.0,7.3604651162790695,57.0,7.253009523695856,0.985400977942881
102900011031926,虫草花(份),1011010801,食用菌,245,1109.0,5935.400000000001,4.526530612244898,28.0,3.0922149410878474,0.6831313440635912
102900011001806,姬菇(包),1011010801,食用菌,359,1073.0,6623.900000000001,2.988857938718663,15.0,2.1272083049150727,0.7117127506659003
102900011018095,虫草花(袋),1011010801,食用菌,141,978.0,5973.0,6.9361702127659575,41.0,4.859765964320044,0.700641105285405
102900011030929,鲜木耳(份),1011010801,食用菌,182,741.0,1607.1,4.071428571428571,19.0,2.5770678320315636,0.6329640289200332
106930274620090,海鲜菇(袋)(2),1011010801,食用菌,51,709.0,2931.2,13.901960784313726,40.0,7.744042618583098,0.5570467892069647
102900011031995,姬菇(份),1011010801,食用菌,100,683.0,2186.7,6.83,21.0,4.415434362105341,0.6464764805425096
102900005119098,双孢菇,1011010801,食用菌,223,628.043,12961.945300000001,2.8163363228699554,7.346,1.3324596672154045,0.47311809189663
102900005119944,海鲜菇(1),1011010801,食用菌,326,502.504,7745.6091,1.5414233128834356,4.779,0.8161761830593312,0.52949515959543
102900011033937,金针菇(2),1011010801,食用菌,89,473.315,5685.5638,5.31814606741573,14.415,3.0079571236916443,0.5656025775827015
102900011032619,西峡香菇(2),1011010801,食用菌,69,414.593,9015.2332,6.008594202898551,36.063,5.856210186176021,0.9746389901569622
106930274220092,蟹味菇(袋),1011010801,食用菌,99,400.0,1982.1000000000001,4.040404040404041,30.0,4.936162253640902,1.2217001577761233
102900011035788,西峡香菇(份) ,1011010801,食用菌,65,379.0,1848.5,5.8307692307692305,34.0,5.737947234119399,0.9840806602051739
102900005116912,姬菇(1),1011010801,食用菌,308,375.222,5661.9376,1.2182532467532468,4.185,0.5961459177090376,0.48934482161062937
102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,137,371.0,2931.8,2.708029197080292,10.0,1.9784150814314418,0.7305737632240096
102900011007044,银耳(朵),1011010801,食用菌,141,288.0,1225.4,2.0425531914893615,7.0,1.367334949170058,0.6694244021978409
106956146480197,白玉菇(2),1011010801,食用菌,59,251.0,1008.8000000000001,4.254237288135593,8.0,1.9171928143906498,0.4506548846575631
102900011009246,鲜木耳(1),1011010801,食用菌,252,212.171,2907.348,0.8419484126984127,5.429,0.6010533593238147,0.7138838321429474
106957634300010,白玉菇(盒),1011010801,食用菌,42,168.0,486.29999999999995,4.0,18.0,3.526900110613271,0.8817250276533177
106973990980123,和丰阳光海鲜菇(包),1011010801,食用菌,19,109.0,244.0,5.7368421052631575,10.0,3.2632993744089047,0.5688320010437541
102900005119104,蟹味菇(1),1011010801,食用菌,51,102.0,379.9,2.0,5.0,1.1489125293076055,0.5744562646538027
