日期,花叶类,花菜类,水生根茎类,食用菌,辣椒类,茄类
2021-01-18,167.11899999999997,33.17,48.095,72.532,48.166,10.266
2021-01-19,216.055,33.818,42.265,74.431,50.827,9.304
2021-01-20,197.824,33.626999999999995,44.546,90.131,51.058,19.320999999999998
2021-01-21,219.93,27.553,48.089,63.013,57.724000000000004,23.411
2021-01-22,218.136,32.636,48.728,88.79599999999999,54.45,12.332999999999998
2021-01-23,214.81500000000003,48.218,66.893,117.521,87.038,20.333000000000002
2021-01-24,350.342,56.086,88.664,127.934,99.11500000000001,23.807
2021-01-25,224.149,34.554,86.892,79.116,68.681,20.041
2021-01-26,215.643,36.857,59.222,101.362,57.954,16.078
2021-01-27,208.029,50.986000000000004,50.075,108.756,105.094,11.937000000000001
2021-01-28,160.384,47.788,58.18,80.927,70.075,17.791999999999998
2021-01-29,151.96200000000002,56.588,48.372,69.324,66.029,15.072
2021-01-30,236.77700000000002,63.123999999999995,39.938,94.904,91.796,23.084
2021-01-31,249.269,37.907,47.573,104.054,84.45100000000001,24.61
2021-02-01,181.621,25.144,50.34,69.564,71.64,13.664
2021-02-02,193.791,41.328,47.32300000000001,88.048,92.145,24.133000000000003
2021-02-03,223.102,84.61500000000001,36.091,91.564,79.053,14.937999999999999
2021-02-04,197.832,69.983,61.4,111.069,96.194,27.715999999999998
2021-02-05,194.292,58.169,56.39,95.222,124.448,25.906
2021-02-06,212.817,75.497,55.471999999999994,119.696,194.842,39.051
2021-02-07,193.778,53.682,101.527,147.812,159.904,43.635000000000005
2021-02-08,234.405,122.215,124.55000000000001,240.205,289.227,58.326
2021-02-09,282.558,139.056,211.43099999999998,326.993,423.696,87.912
2021-02-10,503.976,167.055,296.79200000000003,511.136,505.888,118.93100000000001
2021-02-11,,,,,,
2021-02-12,,,,,,
2021-02-13,243.48499999999999,22.759,50.0,74.519,104.485,28.967
2021-02-14,195.74,16.607,65.073,164.586,116.812,25.06
2021-02-15,300.13,41.123,68.394,212.364,168.272,39.655
2021-02-16,253.696,40.493,67.819,174.61,151.649,31.647
2021-02-17,180.052,33.589,53.632,144.793,133.64600000000002,30.358
2021-02-18,227.336,56.001000000000005,62.327,130.174,105.697,18.169999999999998
2021-02-19,184.16899999999998,47.197,73.044,92.327,116.07,13.768999999999998
2021-02-20,175.262,39.445,60.611999999999995,88.794,119.306,21.798000000000002
2021-02-21,144.855,35.248000000000005,38.554,79.403,80.423,33.803
2021-02-22,139.491,30.813,40.444,66.554,72.834,15.47
2021-02-23,136.05,24.456,44.084,77.586,85.425,25.429
2021-02-24,190.158,37.41,54.382,88.233,60.043,22.668
2021-02-25,156.613,39.885000000000005,74.027,110.55699999999999,100.118,34.617999999999995
2021-02-26,276.322,70.064,72.508,159.095,135.777,31.286
2021-02-27,218.04000000000002,74.70400000000001,45.650999999999996,116.814,122.32199999999999,22.579
2021-02-28,309.688,54.673,49.705,111.764,114.677,27.705
2021-03-01,241.709,28.579,29.048,79.404,97.068,27.232
2021-03-02,182.984,40.61,46.406,62.044,83.36300000000001,16.541
2021-03-03,186.00799999999998,22.009999999999998,20.756999999999998,71.027,80.749,23.654
2021-03-04,145.281,18.951999999999998,28.177,72.465,93.076,20.344
2021-03-05,211.185,41.955,35.138000000000005,82.58500000000001,101.49799999999999,22.986
2021-03-06,288.817,64.332,61.735,151.214,167.583,38.176
2021-03-07,264.314,84.586,36.888999999999996,125.428,122.568,26.748
2021-03-08,211.746,45.65,26.921,78.721,80.39900000000002,19.815
2021-03-09,170.907,34.073,42.608,143.511,66.895,20.838
2021-03-10,119.599,25.101,24.891000000000002,91.994,59.548,14.35
2021-03-11,158.357,30.749000000000002,31.801000000000002,75.477,57.357,16.37
2021-03-12,152.44,31.281999999999996,21.764,84.232,102.131,23.836000000000002
2021-03-13,169.055,43.016999999999996,47.086,101.865,104.089,26.434
2021-03-14,176.032,41.13,30.295,75.95,117.089,17.721
2021-03-15,90.812,28.603,22.597,40.423,85.656,13.658000000000001
2021-03-16,100.12100000000001,19.792,19.772,44.844,72.12599999999999,13.577
2021-03-17,107.653,29.326,19.493000000000002,44.029,83.755,19.313
2021-03-18,128.058,29.081000000000003,20.852,65.501,73.733,11.866
2021-03-19,140.893,42.902,39.292,69.141,67.509,16.235
2021-03-20,267.979,34.377,39.984,77.235,117.89,21.477
2021-03-21,199.712,51.413,41.705,94.838,112.176,17.949
2021-03-22,115.022,30.625,10.113,50.802,70.689,11.561
2021-03-23,134.706,28.634,13.349,48.174,66.931,19.311999999999998
2021-03-24,103.50500000000001,27.331000000000003,14.013,35.583,42.484,15.113
2021-03-25,86.632,25.174,15.827,46.89,50.798,14.620999999999999
2021-03-26,167.327,48.956,40.178000000000004,83.562,60.937,21.313
2021-03-27,199.727,51.805,43.191,69.658,78.794,26.111
2021-03-28,161.16400000000002,50.119,30.709999999999997,55.673,78.41000000000001,19.628
2021-03-29,111.30799999999999,60.434000000000005,15.5,47.327,62.153999999999996,16.139
2021-03-30,130.803,26.924,14.905,32.144999999999996,59.57299999999999,21.407
2021-03-31,143.294,28.740000000000002,19.503,45.089,59.255,21.649
2021-04-01,162.291,39.108999999999995,20.743,48.978,52.994,20.604
2021-04-02,179.383,69.53,37.763999999999996,72.574,70.727,20.665
2021-04-03,212.267,68.593,38.786,75.739,100.323,32.709999999999994
2021-04-04,192.021,71.456,33.95,61.709,88.244,22.976
2021-04-05,178.469,76.701,24.241,68.049,112.577,16.492
2021-04-06,55.611000000000004,13.129999999999999,3.622,11.671,35.074999999999996,3.138
2021-04-07,198.107,26.939,17.735,47.805,62.9,16.213
2021-04-08,136.899,22.294,9.582,35.491,52.596000000000004,20.319000000000003
2021-04-09,145.026,51.978,29.704,31.401,54.274,17.451
2021-04-10,204.156,50.186,22.753,60.287,84.84,25.525
2021-04-11,211.619,47.112,22.196,52.29,94.32600000000001,24.901999999999997
2021-04-12,148.371,32.027,4.178,43.328,38.756,10.203
2021-04-13,127.20700000000001,28.593,5.553,40.041,51.480000000000004,13.4
2021-04-14,151.82999999999998,30.12,19.197,41.387,47.052,18.975
2021-04-15,130.081,27.05,17.098,40.15,44.413,12.151
2021-04-16,130.808,40.232,19.018,47.162,62.197,15.371
2021-04-17,194.95100000000002,77.636,35.302,70.81700000000001,72.26599999999999,20.407
2021-04-18,194.451,48.315,22.237000000000002,56.607,118.06299999999999,28.972
2021-04-19,134.781,25.092,12.658000000000001,36.293,59.01500000000001,17.311
2021-04-20,150.715,30.338,12.167000000000002,37.650999999999996,64.062,16.234
2021-04-21,182.939,49.748000000000005,13.078000000000001,31.173000000000002,50.684,26.622
2021-04-22,150.806,34.614999999999995,11.64,40.04,47.905,15.227
2021-04-23,171.226,47.035000000000004,10.413,49.109,53.397,27.427
2021-04-24,264.803,107.309,17.178,78.6,102.501,37.796
2021-04-25,221.785,94.264,11.454,37.692,71.047,24.708
2021-04-26,151.258,43.118,11.870999999999999,37.392,60.716,12.618
2021-04-27,135.216,26.490000000000002,9.127,26.080000000000002,50.15,31.042
2021-04-28,125.78500000000001,29.405,7.359,33.609,47.189,27.487
2021-04-29,134.898,33.858000000000004,8.818,32.548,54.543,15.705
2021-04-30,138.58499999999998,38.125,14.856000000000002,34.271,52.865,26.786
2021-05-01,171.826,57.443,18.075,50.81,77.396,19.976
2021-05-02,198.544,36.466,17.439,47.435,80.42,22.784
2021-05-03,226.26500000000001,37.613,18.743000000000002,54.995000000000005,83.419,25.174999999999997
2021-05-04,200.985,37.838,8.799,42.643,43.846,18.032
2021-05-05,203.532,34.156,15.352,60.989,72.08,17.339000000000002
2021-05-06,151.84,21.199,5.992,30.192,73.006,22.682
2021-05-07,147.508,26.046,6.436,33.543,73.96199999999999,20.724
2021-05-08,160.786,28.122,11.456999999999999,33.331,69.52900000000001,22.625
2021-05-09,216.668,37.443,21.145,44.849000000000004,95.075,30.75
2021-05-10,157.721,30.866,8.06,26.427,60.824999999999996,24.956
2021-05-11,190.06,27.768,8.963000000000001,29.889,46.524,26.533
2021-05-12,182.519,19.252,6.0809999999999995,31.02,42.616,19.247
2021-05-13,157.293,24.095,14.949000000000002,29.537,47.949,20.687
2021-05-14,191.116,40.997,11.411999999999999,29.278,51.909,32.193
2021-05-15,258.278,37.346999999999994,12.399000000000001,49.932,86.637,40.776
2021-05-16,212.588,52.382000000000005,6.386,51.103,153.409,19.009
2021-05-17,176.65800000000002,27.587000000000003,5.011,25.733,76.099,29.921
2021-05-18,173.271,31.098,12.309000000000001,29.45,84.864,23.783
2021-05-19,140.823,33.900999999999996,12.199,28.798000000000002,76.853,20.578
2021-05-20,148.851,17.189,9.406,35.447,61.568,22.177
2021-05-21,106.47200000000001,33.979,4.178,43.516,36.494,21.886
2021-05-22,190.363,34.961999999999996,9.18,45.209,98.93599999999999,25.845
2021-05-23,217.25900000000001,64.231,17.229,62.384,137.485,42.331
2021-05-24,148.83100000000002,40.924,4.28,29.627000000000002,54.77199999999999,17.043
2021-05-25,130.32500000000002,29.554000000000002,5.412,35.047,57.519,17.94
2021-05-26,166.467,46.547,4.008,31.969,65.416,15.809999999999999
2021-05-27,145.237,43.952,8.319,19.574,37.078,15.645
2021-05-28,123.824,42.189,6.205,28.172,67.01,16.472
2021-05-29,180.875,52.779,9.57,35.882,116.845,18.291
2021-05-30,196.236,21.296,4.719,33.492,106.61500000000001,27.038
2021-05-31,191.98,39.165,5.404,34.114,60.118,25.363
2021-06-01,151.091,41.593,7.2170000000000005,33.668,76.648,26.938
2021-06-02,178.517,43.414,8.681000000000001,43.528,89.38600000000001,27.706
2021-06-03,142.372,36.284,11.019,48.365,75.206,11.679
2021-06-04,121.093,31.416000000000004,13.461,47.048,63.703,16.743
2021-06-05,204.287,61.486,19.494999999999997,42.32,91.95,36.367000000000004
2021-06-06,222.817,42.143,7.1819999999999995,32.745000000000005,88.671,30.644000000000002
2021-06-07,148.539,24.819000000000003,8.757,27.872,68.965,29.868000000000002
2021-06-08,144.482,25.106,7.394,28.108,56.101,24.611
2021-06-09,126.35900000000001,26.845,7.943,31.399,52.093,19.353
2021-06-10,122.004,13.847,10.34,29.393,57.091,24.961
2021-06-11,129.982,21.048000000000002,6.744,25.579,74.87299999999999,16.567
2021-06-12,210.267,52.462,22.347,62.009,77.636,48.073
2021-06-13,211.28,62.324,11.431000000000001,74.602,88.876,40.009
2021-06-14,170.272,73.037,14.049,56.049,69.697,37.545
2021-06-15,127.71900000000001,45.326,9.998000000000001,31.346,61.187000000000005,20.698
2021-06-16,104.991,12.99,5.187,29.826,46.695,19.793
2021-06-17,113.507,48.477,9.409,22.835,45.845,28.237000000000002
2021-06-18,150.875,34.971000000000004,7.902000000000001,29.866999999999997,46.754000000000005,27.339000000000002
2021-06-19,203.369,44.510999999999996,10.313,39.484,87.633,30.488
2021-06-20,202.30700000000002,43.614000000000004,10.001000000000001,38.578,85.134,61.881
2021-06-21,150.07,54.07,9.9,24.224,58.693000000000005,18.566
2021-06-22,126.439,26.162,13.910000000000002,29.299,56.135,30.919999999999998
2021-06-23,123.214,57.723,10.931,32.793,53.900999999999996,24.859
2021-06-24,127.946,34.885,6.119,31.747,41.586,19.543
2021-06-25,146.582,40.437,10.916,32.537,35.531,12.895999999999999
2021-06-26,197.69,71.821,20.953,47.402,82.43900000000001,35.449
2021-06-27,213.547,56.542,19.982,49.14,79.121,31.775999999999996
2021-06-28,125.782,35.784,9.933,33.153,45.809999999999995,21.088
2021-06-29,110.196,34.383,9.52,26.399,40.321,19.721
2021-06-30,125.41499999999999,27.052,7.4639999999999995,41.537,39.114000000000004,27.424999999999997
2021-07-01,148.597,33.72,8.512,32.65,54.567,26.278
2021-07-02,133.586,24.972,10.79,34.247,51.785,28.564999999999998
2021-07-03,197.925,48.497,29.657,66.849,73.552,47.285000000000004
2021-07-04,197.322,45.679,24.214,44.466,57.583,39.241
2021-07-05,176.276,66.35499999999999,14.947000000000001,40.491,53.877,49.588
2021-07-06,173.864,44.900999999999996,7.861,36.365,46.553000000000004,49.005
2021-07-07,149.514,40.488,8.404,26.099,38.244,31.752000000000002
2021-07-08,143.49099999999999,61.361000000000004,12.209,34.071,44.995,33.078
2021-07-09,114.96600000000001,28.476,4.507,26.496,34.612,22.81
2021-07-10,176.065,70.59,14.838,41.077,52.771,49.929
2021-07-11,212.957,75.634,14.099,38.382000000000005,39.195,40.365
2021-07-12,140.305,24.48,7.559,24.08,42.472,24.025
2021-07-13,149.772,47.258,7.123,18.59,24.629,28.125
2021-07-14,163.863,50.126999999999995,14.182,43.512,51.339,20.281
2021-07-15,141.75,27.631999999999998,5.779999999999999,29.008,48.957,17.221
2021-07-16,236.055,39.074,23.636,47.644,57.948,53.379999999999995
2021-07-17,223.655,79.35300000000001,27.115000000000002,46.115,60.20399999999999,29.918
2021-07-18,234.028,60.809999999999995,30.137999999999998,43.166,67.134,31.604
2021-07-19,174.827,34.935,15.754,40.629,40.146,19.986
2021-07-20,152.362,46.461,12.512,27.025000000000002,40.886,19.324
2021-07-21,152.653,52.983,18.057,36.182,58.081,22.554000000000002
2021-07-22,154.625,34.223,17.843,31.031,56.815,26.636
2021-07-23,150.636,38.509,13.844000000000001,28.61,45.059999999999995,19.1
2021-07-24,206.923,50.974000000000004,32.222,35.038,82.893,37.029
2021-07-25,248.502,60.229,24.134,36.532,72.38499999999999,29.736
2021-07-26,155.365,25.066,16.444,30.861,47.928000000000004,16.386
