日期,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,在售单品数,平均零售单价(元/千克),打折销量占比
2020-07-20,1011010501,茄类,33.947,280.5997,63,7,3.8689999999999998,3,8.265817303443603,0.11397177953869266
2020-07-20,1011010504,辣椒类,67.35,677.3548999999999,246,29,8.161999999999999,9,10.05723682256867,0.12118782479584261
2020-07-20,1011010801,食用菌,52.617000000000004,627.6752,181,14,3.75,7,11.929133169888058,0.071269741718456
2020-07-21,1011010101,花叶类,214.99,1592.4823000000001,428,29,14.48,13,7.407238941346109,0.06735196985906321
2020-07-21,1011010201,花菜类,49.004999999999995,461.4358,114,10,4.1080000000000005,2,9.416096316702378,0.08382818079787778
2020-07-21,1011010402,水生根茎类,12.744,213.18280000000001,29,3,1.299,3,16.72809165097301,0.10193032015065913
2020-07-21,1011010501,茄类,27.094,206.34199999999998,51,2,1.504,3,7.615782091976082,0.055510445117000075
2020-07-21,1011010504,辣椒类,56.992999999999995,571.6611,203,11,3.207,10,10.030373905567352,0.05627006825399611
2020-07-21,1011010801,食用菌,45.905,570.2716,158,15,3.878,7,12.422864611698072,0.0844788149439059
2020-07-22,1011010101,花叶类,232.78300000000002,1648.3367,499,58,27.328,13,7.081001189949438,0.1173968889480761
2020-07-22,1011010201,花菜类,53.675,531.4384,116,11,4.836,2,9.9010414531905,0.09009781089892875
2020-07-22,1011010402,水生根茎类,11.049999999999999,180.9364,29,2,1.051,3,16.37433484162896,0.0951131221719457
2020-07-22,1011010501,茄类,48.247,372.4259,90,6,1.749,3,7.719151449831078,0.03625095860882542
2020-07-22,1011010504,辣椒类,81.36,801.0997,288,26,7.174,9,9.846358161258603,0.08817600786627336
2020-07-22,1011010801,食用菌,66.794,745.5677,205,15,3.9640000000000004,7,11.162195706201155,0.059346647902506225
2020-07-23,1011010101,花叶类,200.441,1426.5588,433,66,28.065,13,7.117100792751982,0.14001626413757665
2020-07-23,1011010201,花菜类,39.425,420.2273,88,6,3.081,2,10.658904248573242,0.07814838300570705
2020-07-23,1011010402,水生根茎类,30.417,207.4809,39,4,4.444,3,6.821215109971397,0.14610250846566064
2020-07-23,1011010501,茄类,44.141999999999996,338.846,72,7,3.428,3,7.676272031172127,0.07765846586017852
2020-07-23,1011010504,辣椒类,57.638999999999996,640.9893,212,15,3.778,10,11.12075677926404,0.06554589774284773
2020-07-23,1011010801,食用菌,56.759,623.9236,169,15,4.032,7,10.992505153367746,0.07103719233954087
2020-07-24,1011010101,花叶类,176.325,1340.1698999999999,371,35,16.396,11,7.600566567418119,0.09298738125620304
2020-07-24,1011010201,花菜类,38.284000000000006,409.21709999999996,79,8,3.8600000000000003,2,10.6889849545502,0.10082541009298923
2020-07-24,1011010402,水生根茎类,11.739999999999998,197.4297,29,2,0.757,3,16.816839863713803,0.06448040885860308
2020-07-24,1011010501,茄类,34.97,289.3317,56,6,2.554,3,8.273711752931085,0.07303402916785816
2020-07-24,1011010504,辣椒类,58.738,600.5783,197,18,5.346,9,10.224697810616638,0.09101433484286152
2020-07-24,1011010801,食用菌,49.201,573.4826,147,14,4.937,7,11.655913497693136,0.10034348895347656
2020-07-25,1011010101,花叶类,227.137,1805.9512,514,58,22.624000000000002,13,7.950933577532502,0.09960508415625813
2020-07-25,1011010201,花菜类,57.421,620.8881,120,17,7.785,2,10.812909911008168,0.13557757614809912
2020-07-25,1011010402,水生根茎类,10.424,150.716,23,6,2.9080000000000004,2,14.458557175748275,0.2789716039907905
2020-07-25,1011010501,茄类,61.874,435.2305,108,19,12.454999999999998,3,7.034141965930762,0.20129618256456666
2020-07-25,1011010504,辣椒类,94.20600000000002,951.9404999999999,313,41,12.509,10,10.104881854658936,0.1327834745133006
2020-07-25,1011010801,食用菌,67.013,809.1514999999999,208,26,8.315999999999999,7,12.07454523749123,0.12409532478772772
2020-07-26,1011010101,花叶类,250.825,2045.4513,548,68,35.095,13,8.154894049636201,0.13991826970995713
2020-07-26,1011010201,花菜类,64.119,711.6964,139,20,9.189,2,11.09961789797096,0.14331165489168576
2020-07-26,1011010402,水生根茎类,12.988,234.4727,36,4,1.957,3,18.053025870033878,0.15067754850631354
2020-07-26,1011010501,茄类,69.521,515.1741,112,13,7.637,3,7.41033788351721,0.10985169948648608
2020-07-26,1011010504,辣椒类,102.061,1058.5517,348,43,13.593,9,10.371755126835911,0.133185055995924
2020-07-26,1011010801,食用菌,71.295,882.8239000000001,209,33,9.619,7,12.38269023073147,0.13491829721579351
2020-07-27,1011010101,花叶类,198.00900000000001,1568.9211,408,44,18.404,12,7.923483781040256,0.09294527016448746
2020-07-27,1011010201,花菜类,42.876000000000005,463.1993,88,10,5.213,2,10.803230245358707,0.12158317007183504
2020-07-27,1011010402,水生根茎类,17.265,246.9673,39,3,0.829,3,14.304506226469735,0.04801621778163915
2020-07-27,1011010501,茄类,36.121,265.8719,59,10,5.545,3,7.3605907920600195,0.1535118075357825
2020-07-27,1011010504,辣椒类,71.402,776.7883999999999,255,12,3.0989999999999998,10,10.879084619478444,0.043402145598162516
2020-07-27,1011010801,食用菌,52.777,654.2723000000001,172,30,11.798,8,12.39692100725695,0.22354434696932377
2020-07-28,1011010101,花叶类,165.443,1326.3971000000001,360,50,22.838,13,8.017245214363859,0.13804150069812562
2020-07-28,1011010201,花菜类,34.937,379.23389999999995,71,6,2.202,2,10.854792912957608,0.0630277356384349
2020-07-28,1011010402,水生根茎类,13.959,166.78640000000001,34,1,0.451,2,11.948305752561073,0.032308904649330186
2020-07-28,1011010501,茄类,40.34,313.6707,60,9,6.663,3,7.775674268715914,0.1651710461080813
2020-07-28,1011010504,辣椒类,66.001,667.8376000000001,225,24,8.601,10,10.11859820305753,0.13031620733019197
2020-07-28,1011010801,食用菌,47.728,550.9985,138,15,5.336,8,11.544554559168622,0.11180020113979215
2020-07-29,1011010101,花叶类,193.72899999999998,1516.066,413,43,18.623,12,7.8257049796365035,0.09612912883460918
2020-07-29,1011010201,花菜类,42.22,486.9335,94,8,4.189,2,11.533242539081003,0.09921837991473235
2020-07-29,1011010402,水生根茎类,18.597,226.9722,34,1,0.543,2,12.204774963703821,0.02919825778351347
2020-07-29,1011010501,茄类,40.777,324.2181,69,10,5.242,3,7.951004242587733,0.1285528606812664
2020-07-29,1011010504,辣椒类,82.494,815.1328,282,28,7.978999999999999,10,9.881116202390476,0.09672218585594103
2020-07-29,1011010801,食用菌,54.315,660.9125,174,19,4.373,7,12.168139556292001,0.08051182914480347
2020-07-30,1011010101,花叶类,201.743,1575.9332,413,52,25.931,11,7.811588010488592,0.12853481905196215
2020-07-30,1011010201,花菜类,38.198,392.41679999999997,82,12,5.804,2,10.27322896486727,0.1519451280171737
2020-07-30,1011010402,水生根茎类,10.645000000000001,126.79490000000001,26,5,2.3289999999999997,2,11.911216533583842,0.218788163457022
2020-07-30,1011010501,茄类,46.311,355.9828,81,10,5.8020000000000005,3,7.686787156399127,0.12528340998898752
2020-07-30,1011010504,辣椒类,68.219,647.6431,235,22,5.854,10,9.493588296515634,0.0858118705932365
2020-07-30,1011010801,食用菌,50.774,578.2916,155,15,3.0629999999999997,7,11.389522196399732,0.06032615117973766
2020-07-31,1011010101,花叶类,197.166,1534.2384000000002,437,2,2.0,13,7.781455220474119,0.010143736749743872
2020-07-31,1011010201,花菜类,37.549,393.0233,74,1,0.627,2,10.466944525819596,0.016698181043436577
2020-07-31,1011010402,水生根茎类,19.062,213.33,37,0,0.0,2,11.191375511488825,0.0
2020-07-31,1011010501,茄类,34.092,265.107,53,0,0.0,3,7.776223160858853,0.0
2020-07-31,1011010504,辣椒类,41.104,440.091,152,0,0.0,10,10.706768197742313,0.0
2020-07-31,1011010801,食用菌,45.587,522.947,127,0,0.0,7,11.471406321977756,0.0
2020-08-01,1011010101,花叶类,229.89,1835.8272,527,57,27.403,14,7.9856766279524996,0.11920048718952543
2020-08-01,1011010201,花菜类,54.361999999999995,607.9993000000001,121,10,3.7590000000000003,2,11.184270262315591,0.06914756631470514
2020-08-01,1011010402,水生根茎类,21.432000000000002,237.8084,44,5,2.332,2,11.095949981336318,0.10880925718551697
2020-08-01,1011010501,茄类,48.80499999999999,353.9742,90,5,3.151,3,7.252826554656286,0.06456305706382544
2020-08-01,1011010504,辣椒类,66.15599999999999,693.1243000000001,265,13,3.624,11,10.47711923332729,0.054779611826591704
2020-08-01,1011010801,食用菌,53.797,669.5794000000001,175,7,1.582,7,12.446407792256077,0.029406844247820512
2020-08-02,1011010101,花叶类,243.138,2089.567,547,16,9.036,17,8.594160517895187,0.03716407965846556
2020-08-02,1011010201,花菜类,49.219,556.502,99,0,0.0,2,11.306649870984781,0.0
2020-08-02,1011010402,水生根茎类,56.153999999999996,627.7452000000001,107,11,5.88,3,11.17899348220964,0.10471204188481675
2020-08-02,1011010501,茄类,50.893,352.942,93,0,0.0,3,6.934981235140393,0.0
2020-08-02,1011010504,辣椒类,67.963,661.0504,252,0,0.0,11,9.726621838353221,0.0
2020-08-02,1011010801,食用菌,54.961,617.6406000000001,163,0,0.0,8,11.237797711104239,0.0
2020-08-03,1011010101,花叶类,207.843,1680.6198,470,3,1.338,16,8.08600626434376,0.006437551421024524
2020-08-03,1011010201,花菜类,44.426,492.02799999999996,89,0,0.0,2,11.075226218880834,0.0
2020-08-03,1011010402,水生根茎类,15.555000000000001,195.6176,41,0,0.0,3,12.575866280938605,0.0
2020-08-03,1011010501,茄类,45.191,302.953,82,0,0.0,3,6.703834834369674,0.0
2020-08-03,1011010504,辣椒类,86.474,854.4544000000001,295,0,0.0,11,9.881055577398987,0.0
2020-08-03,1011010801,食用菌,48.575,600.7601999999999,151,9,1.905,8,12.367682964487903,0.03921770458054555
2020-08-04,1011010101,花叶类,180.012,1328.5652,387,2,2.0,17,7.380425749394485,0.011110370419749794
2020-08-04,1011010201,花菜类,44.534000000000006,484.39,99,0,0.0,2,10.876858130866303,0.0
2020-08-04,1011010402,水生根茎类,26.208,319.5464,51,0,0.0,3,12.192704517704518,0.0
2020-08-04,1011010501,茄类,30.591,228.63600000000002,56,0,0.0,3,7.47396293027361,0.0
2020-08-04,1011010504,辣椒类,73.36500000000001,706.3548000000001,225,0,0.0,8,9.627953383766101,0.0
2020-08-04,1011010801,食用菌,45.301,570.8358000000001,140,0,0.0,7,12.600953621332863,0.0
2020-08-05,1011010101,花叶类,244.39499999999998,1891.6622,544,8,3.589,18,7.740183718979521,0.014685243151455637
2020-08-05,1011010201,花菜类,43.631,446.40999999999997,101,0,0.0,2,10.231486786917557,0.0
2020-08-05,1011010402,水生根茎类,21.451999999999998,258.012,38,0,0.0,3,12.027410031698677,0.0
2020-08-05,1011010501,茄类,49.472,368.65,85,0,0.0,3,7.451689844760672,0.0
2020-08-05,1011010504,辣椒类,82.229,808.7543999999999,272,0,0.0,7,9.835391406924563,0.0
2020-08-05,1011010801,食用菌,62.84,757.8292,179,0,0.0,7,12.059662635264162,0.0
2020-08-06,1011010101,花叶类,234.77700000000002,1788.7844,495,33,16.740000000000002,17,7.619078529838953,0.07130170331846816
2020-08-06,1011010201,花菜类,40.827,394.476,84,0,0.0,2,9.662135351605556,0.0
2020-08-06,1011010402,水生根茎类,19.115,220.89579999999998,36,0,0.0,3,11.556149620716715,0.0
2020-08-06,1011010501,茄类,31.596,252.768,57,0,0.0,2,8.0,0.0
2020-08-06,1011010504,辣椒类,74.047,731.4874,249,0,0.0,11,9.878690561400193,0.0
2020-08-06,1011010801,食用菌,48.611000000000004,596.5882,155,0,0.0,8,12.27269959474193,0.0
2020-08-07,1011010101,花叶类,204.941,1683.3442,426,11,6.229,17,8.213799093397611,0.030394113427767017
2020-08-07,1011010201,花菜类,40.272000000000006,438.672,89,0,0.0,2,10.892729439809296,0.0
2020-08-07,1011010402,水生根茎类,25.415,312.622,50,0,0.0,4,12.30068856974228,0.0
2020-08-07,1011010501,茄类,51.799,266.15999999999997,90,0,0.0,3,5.1383231336512285,0.0
2020-08-07,1011010504,辣椒类,78.61099999999999,789.528,262,0,0.0,10,10.043479920112963,0.0
2020-08-07,1011010801,食用菌,68.177,735.9746,179,0,0.0,11,10.79505698402687,0.0
2020-08-08,1011010101,花叶类,311.161,2505.7686000000003,648,1,1.0,16,8.05296486384862,0.003213770363252464
2020-08-08,1011010201,花菜类,58.156000000000006,619.8679999999999,132,0,0.0,2,10.65871105302978,0.0
2020-08-08,1011010402,水生根茎类,27.461,335.90999999999997,55,0,0.0,4,12.232256654892392,0.0
2020-08-08,1011010501,茄类,63.763999999999996,323.176,111,0,0.0,3,5.068314409384606,0.0
2020-08-08,1011010504,辣椒类,100.292,980.1271999999999,340,0,0.0,8,9.772735612012921,0.0
2020-08-08,1011010801,食用菌,92.144,863.66,222,0,0.0,12,9.372938010071191,0.0
2020-08-09,1011010101,花叶类,250.58999999999997,2007.366,504,7,5.538,16,8.010559080569855,0.022099844367293193
2020-08-09,1011010201,花菜类,54.876,655.23,117,0,0.0,2,11.940192433850864,0.0
2020-08-09,1011010402,水生根茎类,25.900000000000002,289.34799999999996,57,0,0.0,3,11.17173745173745,0.0
2020-08-09,1011010501,茄类,51.834999999999994,259.75,95,0,0.0,3,5.01109289090383,0.0
2020-08-09,1011010504,辣椒类,73.684,729.5186,255,0,0.0,10,9.900637858965311,0.0
2020-08-09,1011010801,食用菌,73.07300000000001,930.362,232,0,0.0,10,12.73195297852832,0.0
2020-08-10,1011010101,花叶类,210.292,1730.7,464,11,5.341,15,8.229984973275256,0.025398017994027352
2020-08-10,1011010201,花菜类,50.7,589.83,116,0,0.0,2,11.633727810650887,0.0
2020-08-10,1011010402,水生根茎类,30.683,342.8468,64,0,0.0,4,11.173835674477724,0.0
2020-08-10,1011010501,茄类,47.664,237.186,85,0,0.0,3,4.976208459214502,0.0
2020-08-10,1011010504,辣椒类,78.905,783.0778,262,0,0.0,9,9.924311513845764,0.0
2020-08-10,1011010801,食用菌,36.094,497.3138,123,0,0.0,5,13.778295561589184,0.0
2020-08-11,1011010101,花叶类,216.71300000000002,1614.1096,455,31,16.645,15,7.448143858467189,0.07680665211593213
2020-08-11,1011010201,花菜类,56.278999999999996,643.296,133,0,0.0,2,11.430480285719364,0.0
2020-08-11,1011010402,水生根茎类,20.458,248.3272,47,2,0.777,4,12.138390849545411,0.037980252224068825
2020-08-11,1011010501,茄类,33.572,167.394,60,0,0.0,3,4.986119385201953,0.0
2020-08-11,1011010504,辣椒类,73.292,747.7902,256,0,0.0,10,10.202889810620531,0.0
2020-08-11,1011010801,食用菌,40.016999999999996,529.7576,131,0,0.0,5,13.238313716670417,0.0
2020-08-12,1011010101,花叶类,206.877,1561.0814,438,30,12.354,14,7.545939857983246,0.05971664322278455
2020-08-12,1011010201,花菜类,50.065,581.3,111,0,0.0,2,11.610905822430839,0.0
2020-08-12,1011010402,水生根茎类,27.354999999999997,311.9464,57,0,0.0,4,11.403633704989948,0.0
2020-08-12,1011010501,茄类,36.009,244.553,66,0,0.0,3,6.791441028631731,0.0
2020-08-12,1011010504,辣椒类,85.166,860.6532,276,0,0.0,10,10.105596129910998,0.0
2020-08-12,1011010801,食用菌,34.195,459.80460000000005,123,0,0.0,6,13.44654481649364,0.0
